Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	1	0.863563	0.863563	2
1	1000001	1.82953	1.8837	4
1	2000001	1.93786	1.8837	4
1	3000001	1.01516	0.969303	2
1	4000001	1.10487	0.969303	2
1	5000001	0.883726	0.969303	2
1	6000001	0.92345	0.969303	2
1	7000001	2.05513	2.05513	4
1	8000001	1.0971	1.00716	2
1	9000001	0.999853	1.00716	2
1	10000001	1.35641	1.00716	2
1	11000001	1.00902	1.00716	2
1	12000001	0.956882	1.00716	2
1	13000001	1.0468	1.00716	2
1	14000001	1.16342	1.00716	2
1	15000001	0.988779	1.00716	2
1	16000001	1.11258	1.00716	2
1	17000001	1.09971	1.00716	2
1	18000001	1.15856	1.00716	2
1	19000001	1.2491	1.00716	2
1	20000001	1.25348	1.00716	2
1	21000001	1.02493	1.00716	2
1	22000001	1.18692	1.00716	2
1	23000001	1.27613	1.00716	2
1	24000001	0.881358	1.00716	2
1	25000001	0.95202	1.00716	2
1	26000001	0.87256	1.00716	2
1	27000001	1.04826	1.00716	2
1	28000001	1.06883	1.00716	2
1	29000001	1.19328	1.00716	2
1	30000001	1.07496	1.00716	2
1	31000001	1.39965	1.00716	2
1	32000001	0.857278	1.00716	2
1	33000001	1.03099	1.00716	2
1	34000001	1.0952	1.00716	2
1	35000001	0.9637	1.00716	2
1	36000001	1.20219	1.00716	2
1	37000001	1.08511	1.00716	2
1	38000001	1.18179	1.00716	2
1	39000001	1.36057	1.00716	2
1	40000001	0.989229	1.00716	2
1	41000001	0.923602	1.00716	2
1	42000001	0.784767	1.00716	2
1	43000001	1.00716	1.00716	2
1	44000001	1.40789	1.00716	2
1	45000001	0.907538	1.00716	2
1	46000001	0.850709	1.00716	2
1	47000001	1.37969	1.00716	2
1	48000001	0.914632	1.00716	2
1	49000001	1.11385	1.00716	2
1	50000001	0.915662	1.00716	2
1	51000001	1.0987	1.00716	2
1	52000001	0.900972	1.00716	2
1	53000001	1.08751	1.00716	2
1	54000001	1.0395	1.00716	2
1	55000001	0.812121	1.00716	2
1	56000001	1.01165	1.00716	2
1	57000001	0.951062	1.00716	2
1	58000001	0.967895	1.00716	2
1	59000001	0.945116	1.00716	2
1	60000001	1.13854	1.00716	2
1	61000001	1.05479	1.00716	2
1	62000001	1.19752	1.00716	2
1	63000001	1.11308	1.00716	2
1	64000001	1.07222	1.00716	2
1	65000001	0.753183	1.00716	2
1	66000001	1.21481	1.00716	2
1	67000001	0.853852	1.00716	2
1	68000001	0.915551	1.00716	2
1	69000001	0.859133	1.00716	2
1	70000001	0.972916	1.00716	2
1	71000001	0.879894	1.00716	2
1	72000001	0.706667	1.00716	2
1	73000001	0.902105	1.00716	2
1	74000001	1.10107	1.00716	2
1	75000001	0.844037	1.00716	2
1	76000001	0.750185	1.00716	2
1	77000001	0.746025	1.00716	2
1	78000001	1.11662	1.00716	2
1	79000001	1.02115	1.00716	2
1	80000001	0.947653	1.00716	2
1	81000001	0.790465	1.00716	2
1	82000001	1.00064	1.00716	2
1	83000001	0.873749	1.00716	2
1	84000001	1.10331	1.00716	2
1	85000001	1.14748	1.00716	2
1	86000001	0.780875	1.00716	2
1	87000001	1.14282	1.00716	2
1	88000001	0.795944	1.00716	2
1	89000001	0.925295	1.00716	2
1	90000001	1.31476	1.00716	2
1	91000001	1.18439	1.00716	2
1	92000001	0.860611	1.00716	2
1	93000001	0.931948	1.00716	2
1	94000001	0.8255	1.00716	2
1	95000001	1.05151	1.00716	2
1	96000001	0.809767	1.00716	2
1	97000001	0.952164	1.00716	2
1	98000001	0.827218	1.00716	2
1	99000001	1.01889	1.00716	2
1	100000001	0.884225	1.00716	2
1	101000001	0.75744	1.00716	2
1	102000001	1.07731	1.00716	2
1	103000001	1.29176	1.00716	2
1	104000001	0.854179	1.00716	2
1	105000001	0.850668	1.00716	2
1	106000001	0.83355	1.00716	2
1	107000001	1.59232	1.00716	2
1	108000001	0.981167	1.00716	2
1	109000001	1.0412	1.00716	2
1	110000001	0.982677	1.00716	2
1	111000001	0.711307	1.00716	2
1	112000001	1.04971	1.00716	2
1	113000001	1.1745	1.00716	2
1	114000001	0.772924	1.00716	2
1	115000001	0.951636	1.00716	2
1	116000001	0.927176	1.00716	2
1	117000001	1.0387	1.00716	2
1	118000001	0.993766	1.00716	2
1	119000001	0.886041	1.00716	2
1	120000001	1.03736	1.00716	2
1	121000001	1.6982	1.00716	2
1	122000001	1.27823	1.00716	2
1	123000001	1.05848	1.00716	2
1	124000001	0.969313	1.00716	2
1	125000001	2.77861	-1	2
1	126000001	-1	-1	2
1	127000001	-1	-1	2
1	128000001	-1	-1	2
1	129000001	-1	-1	2
1	130000001	-1	-1	2
1	131000001	-1	-1	2
1	132000001	-1	-1	2
1	133000001	-1	-1	2
1	134000001	-1	-1	2
1	135000001	-1	-1	2
1	136000001	-1	-1	2
1	137000001	-1	-1	2
1	138000001	-1	-1	2
1	139000001	-1	-1	2
1	140000001	-1	-1	2
1	141000001	-1	-1	2
1	142000001	-1	-1	2
1	143000001	2.72014	-1	2
1	144000001	1.05943	0.964467	2
1	145000001	1.19939	0.964467	2
1	146000001	0.76163	0.964467	2
1	147000001	1.03877	0.964467	2
1	148000001	0.870349	0.964467	2
1	149000001	1.08806	0.964467	2
1	150000001	0.98665	0.964467	2
