Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	1	1.36649	1.35525	3
1	1000001	1.34401	1.35525	3
1	2000001	1.00346	0.98127	2
1	3000001	0.930852	0.98127	2
1	4000001	1.25641	0.98127	2
1	5000001	1.03031	0.98127	2
1	6000001	1.01023	0.98127	2
1	7000001	1.26526	0.98127	2
1	8000001	0.956221	0.98127	2
1	9000001	0.885538	0.98127	2
1	10000001	1.03401	0.98127	2
1	11000001	1.11681	0.98127	2
1	12000001	0.880861	0.98127	2
1	13000001	1.09186	0.98127	2
1	14000001	0.92124	0.98127	2
1	15000001	0.878433	0.98127	2
1	16000001	0.790733	0.98127	2
1	17000001	1.00246	0.98127	2
1	18000001	0.993871	0.98127	2
1	19000001	0.963199	0.98127	2
1	20000001	0.964423	0.98127	2
1	21000001	0.898185	0.98127	2
1	22000001	1.03382	0.98127	2
1	23000001	1.29806	0.98127	2
1	24000001	0.943285	0.98127	2
1	25000001	0.946561	0.98127	2
1	26000001	0.947889	0.98127	2
1	27000001	0.978966	0.98127	2
1	28000001	1.33329	0.98127	2
1	29000001	0.833844	0.98127	2
1	30000001	1.00529	0.98127	2
1	31000001	0.921762	0.98127	2
1	32000001	0.98127	0.98127	2
1	33000001	0.992504	0.98127	2
1	34000001	0.746016	0.98127	2
1	35000001	1.00261	0.98127	2
1	36000001	1.01265	0.98127	2
1	37000001	0.66104	0.98127	2
1	38000001	0.994987	0.98127	2
1	39000001	1.13862	0.98127	2
1	40000001	0.714563	0.98127	2
1	41000001	1.05028	1.03864	2
1	42000001	1.02194	1.03864	2
1	43000001	1.03914	1.03864	2
1	44000001	1.31588	1.03864	2
1	45000001	0.907859	1.03864	2
1	46000001	1.3202	1.03864	2
1	47000001	1.39978	1.03864	2
1	48000001	0.8884	1.03864	2
1	49000001	1.18418	1.03864	2
1	50000001	1.21759	1.03864	2
1	51000001	1.25745	1.03864	2
1	52000001	0.90723	1.03864	2
1	53000001	1.11026	1.03864	2
1	54000001	0.777252	1.03864	2
1	55000001	0.986652	1.03864	2
1	56000001	1.15041	1.03864	2
1	57000001	0.905876	1.03864	2
1	58000001	1.00059	1.03864	2
1	59000001	1.01731	1.03864	2
1	60000001	0.890675	1.03864	2
1	61000001	1.16922	1.03864	2
1	62000001	0.91091	1.03864	2
1	63000001	0.965715	1.03864	2
1	64000001	1.03864	1.03864	2
1	65000001	1.23715	1.03864	2
1	66000001	1.28933	1.03864	2
1	67000001	0.845406	1.03864	2
1	68000001	1.09406	1.03864	2
1	69000001	0.986639	1.03864	2
1	70000001	0.936914	1.03864	2
1	71000001	1.16935	1.03864	2
1	72000001	1.94098	1.94098	4
1	73000001	1.05823	1.07364	2
1	74000001	1.05439	1.07364	2
1	75000001	1.12968	1.07364	2
1	76000001	0.862661	1.07364	2
1	77000001	1.26764	1.07364	2
1	78000001	1.26977	1.07364	2
1	79000001	1.10484	1.07364	2
1	80000001	1.31189	1.07364	2
1	81000001	1.00394	1.07364	2
1	82000001	1.33327	1.07364	2
1	83000001	0.892201	1.07364	2
1	84000001	1.11206	1.07364	2
1	85000001	1.12649	1.07364	2
1	86000001	1.07445	1.07364	2
1	87000001	0.962273	1.07364	2
1	88000001	1.28467	1.07364	2
1	89000001	1.00326	1.07364	2
1	90000001	0.849282	1.07364	2
1	91000001	1.09931	1.07364	2
1	92000001	1.06375	1.07364	2
1	93000001	1.06811	1.07364	2
1	94000001	1.07282	1.07364	2
1	95000001	1.01456	1.07364	2
1	96000001	1.00454	1.07364	2
1	97000001	1.2842	1.07364	2
1	98000001	1.22506	1.07364	2
1	99000001	1.30226	1.07364	2
1	100000001	1.24265	1.07364	2
1	101000001	0.911992	1.07364	2
1	102000001	0.973488	1.07364	2
1	103000001	0.898201	1.07364	2
1	104000001	1.18605	1.07364	2
1	105000001	0.989578	1.07364	2
1	106000001	1.12692	1.07364	2
1	107000001	0.667637	1.07364	2
1	108000001	0.976271	1.07364	2
1	109000001	0.984597	1.07364	2
1	110000001	1.15666	1.07364	2
1	111000001	1.09232	1.07364	2
1	112000001	1.06105	1.07364	2
1	113000001	1.16759	1.07364	2
1	114000001	1.18005	1.07364	2
1	115000001	0.782837	1.07364	2
1	116000001	0.94738	1.07364	2
1	117000001	1.16417	1.07364	2
1	118000001	1.10532	1.07364	2
1	119000001	0.809226	1.07364	2
1	120000001	1.24641	1.07364	2
1	121000001	1.23035	1.07364	2
1	122000001	1.23382	1.07364	2
1	123000001	0.882676	1.07364	2
1	124000001	1.03498	1.07364	2
1	125000001	2.61976	-1	2
1	126000001	-1	-1	2
1	127000001	-1	-1	2
1	128000001	-1	-1	2
1	129000001	-1	-1	2
1	130000001	-1	-1	2
1	131000001	-1	-1	2
1	132000001	-1	-1	2
1	133000001	-1	-1	2
1	134000001	-1	-1	2
1	135000001	-1	-1	2
1	136000001	-1	-1	2
1	137000001	-1	-1	2
1	138000001	-1	-1	2
1	139000001	-1	-1	2
1	140000001	-1	-1	2
1	141000001	-1	-1	2
1	142000001	-1	-1	2
1	143000001	2.21382	-1	2
1	144000001	0.970257	1.06212	2
1	145000001	0.871768	1.06212	2
1	146000001	0.928593	1.06212	2
1	147000001	1.01456	1.06212	2
1	148000001	0.917742	1.06212	2
1	149000001	1.12481	1.06212	2
1	150000001	0.925824	1.06212	2
1	151000001	1.17525	1.06212	2
1	152000001	1.08761	1.06212	2
1	153000001	1.04471	1.06212	2
1	154000001	1.11261	1.06212	2
1	155000001	1.0483	1.06212	2
1	156000001	0.929335	1.06212	2
1	157000001	1.12712	1.06212	2
1	158000001	1.02689	1.06212	2
1	159000001	1.06407	1.06212	2
1	160000001	0.911552	1.06212	2
1	161000001	1.00307	1.06212	2
1	162000001	0.848008	1.06212	2
1	163000001	0.983397	1.06212	2
1	164000001	1.29014	1.06212	2
1	165000001	0.840697	1.06212	2
1	166000001	0.979577	1.06212	2
1	167000001	1.24609	1.06212	2
1	168000001	1.06212	1.06212	2
1	169000001	1.17591	1.06212	2
1	170000001	0.77571	1.06212	2
1	171000001	0.740138	1.06212	2
1	172000001	1.11702	1.06212	2
1	173000001	1.15815	1.06212	2
1	174000001	1.27444	1.06212	2
1	175000001	1.12094	1.06212	2
1	176000001	1.12704	1.06212	2
1	177000001	1.21518	1.06212	2
1	178000001	1.16927	1.06212	2
1	179000001	0.86251	1.06212	2
1	180000001	1.0454	1.06212	2
1	181000001	0.850578	1.06212	2
1	182000001	1.20154	1.06212	2
1	183000001	0.944184	1.06212	2
1	184000001	1.17763	1.06212	2
1	185000001	0.886926	1.06212	2
1	186000001	1.12029	1.06212	2
1	187000001	0.945993	1.06212	2
1	188000001	1.19004	1.06212	2
1	189000001	1.16317	1.06212	2
1	190000001	1.09992	1.06212	2
1	191000001	1.18481	1.06212	2
1	192000001	1.10962	1.06212	2
1	193000001	0.996978	1.06212	2
1	194000001	1.01903	1.06212	2
1	195000001	1.24426	1.06212	2
1	196000001	1.04586	1.06212	2
1	197000001	1.05554	1.06212	2
1	198000001	1.05841	1.06212	2
1	199000001	1.07593	1.06212	2
1	200000001	1.12486	1.06212	2
1	201000001	1.07214	1.06212	2
1	202000001	0.952109	1.06212	2
1	203000001	1.10296	1.06212	2
1	204000001	0.977542	1.06212	2
1	205000001	1.09511	1.06212	2
1	206000001	1.26461	1.06212	2
1	207000001	1.09139	1.06212	2
1	208000001	1.00961	1.06212	2
1	209000001	1.1271	1.06212	2
1	210000001	1.31456	1.06212	2
1	211000001	1.03138	1.06212	2
1	212000001	0.969579	1.06212	2
1	213000001	0.95875	1.06212	2
1	214000001	1.11158	1.06212	2
1	215000001	0.911385	1.06212	2
1	216000001	1.19233	1.06212	2
1	217000001	1.13052	1.06212	2
1	218000001	1.2888	1.06212	2
1	219000001	1.26095	1.06212	2
1	220000001	1.01312	1.06212	2
1	221000001	1.09513	1.06212	2
1	222000001	0.906656	1.06212	2
1	223000001	0.879368	1.06212	2
1	224000001	1.07813	1.06212	2
1	225000001	0.699567	1.06212	2
1	226000001	0.949351	1.06212	2
1	227000001	1.05528	1.06212	2
1	228000001	0.91953	1.06212	2
1	229000001	1.15238	1.06212	2
1	230000001	1.14257	1.06212	2
1	231000001	1.00808	1.06212	2
1	232000001	0.924673	1.06212	2
1	233000001	1.12296	1.06212	2
1	234000001	0.822532	1.06212	2
1	235000001	0.985575	1.06212	2
1	236000001	1.13783	1.06212	2
1	237000001	1.11567	1.06212	2
1	238000001	1.01032	1.06212	2
1	239000001	1.15269	1.06212	2
1	240000001	0.851294	1.06212	2
1	241000001	1.29687	1.06212	2
1	242000001	1.09397	1.06212	2
1	243000001	1.16895	1.06212	2
1	244000001	1.20614	1.06212	2
1	245000001	1.02829	1.06212	2
1	246000001	1.03841	1.06212	2
1	247000001	0.878622	1.06212	2
1	248000001	1.11663	1.06212	2
10	1	1.14511	0.997416	2
10	1000001	0.961694	0.997416	2
10	2000001	1.2381	0.997416	2
10	3000001	0.998628	0.997416	2
10	4000001	0.837265	0.997416	2
10	5000001	0.893778	0.997416	2
10	6000001	1.07637	0.997416	2
10	7000001	1.04328	0.997416	2
10	8000001	0.927068	0.997416	2
10	9000001	1.05433	0.997416	2
10	10000001	0.787768	0.997416	2
10	11000001	0.912353	0.997416	2
10	12000001	0.86659	0.997416	2
10	13000001	0.798957	0.997416	2
10	14000001	1.00646	0.997416	2
10	15000001	1.23782	0.997416	2
10	16000001	0.803739	0.997416	2
10	17000001	1.02161	0.997416	2
10	18000001	0.996203	0.997416	2
10	19000001	0.994277	0.997416	2
10	20000001	0.881682	0.997416	2
10	21000001	1.05024	0.997416	2
10	22000001	1.07209	0.997416	2
10	23000001	1.00572	0.997416	2
10	24000001	1.27553	1.32598	3
10	25000001	1.37642	1.32598	3
10	26000001	0.847088	0.89873	2
10	27000001	0.839469	0.89873	2
10	28000001	1.29697	0.89873	2
10	29000001	1.00852	0.89873	2
10	30000001	0.959763	0.89873	2
10	31000001	0.813653	0.89873	2
10	32000001	0.89873	0.89873	2
10	33000001	1.11575	1.17004	2
10	34000001	1.21743	1.17004	2
10	35000001	1.13219	1.17004	2
10	36000001	1.2644	1.17004	2
10	37000001	1.19449	1.17004	2
10	38000001	0.996701	1.17004	2
10	39000001	1.14559	1.17004	2
10	40000001	1.21049	1.17004	2
10	41000001	0.906785	0.985519	2
10	42000001	0.951523	0.985519	2
10	43000001	1.03977	0.985519	2
10	44000001	0.985519	0.985519	2
10	45000001	0.81582	0.985519	2
10	46000001	1.24745	0.985519	2
10	47000001	1.0118	0.985519	2
10	48000001	0.937122	0.985519	2
10	49000001	0.926992	0.985519	2
10	50000001	1.02557	0.985519	2
10	51000001	1.27448	0.985519	2
10	52000001	0.789364	0.985519	2
10	53000001	0.901334	0.985519	2
10	54000001	1.03382	0.985519	2
10	55000001	1.04523	0.985519	2
10	56000001	1.2707	1.22094	2
10	57000001	1.21989	1.22094	2
10	58000001	1.12573	1.22094	2
10	59000001	1.22094	1.22094	2
10	60000001	1.26107	1.22094	2
10	61000001	0.961505	0.954002	2
10	62000001	0.708502	0.954002	2
10	63000001	1.07707	0.954002	2
10	64000001	1.1138	0.954002	2
10	65000001	0.916165	0.954002	2
10	66000001	1.14163	0.954002	2
10	67000001	0.92589	0.954002	2
10	68000001	1.04479	0.954002	2
10	69000001	0.936042	0.954002	2
10	70000001	0.92521	0.954002	2
10	71000001	1.2108	0.954002	2
10	72000001	0.957151	0.954002	2
10	73000001	1.00576	0.954002	2
10	74000001	0.845196	0.954002	2
10	75000001	0.863942	0.954002	2
10	76000001	1.18107	0.954002	2
10	77000001	0.851366	0.954002	2
10	78000001	0.932218	0.954002	2
10	79000001	1.20941	0.954002	2
10	80000001	0.954002	0.954002	2
10	81000001	1.24198	0.954002	2
10	82000001	1.15684	0.954002	2
10	83000001	0.901066	0.954002	2
10	84000001	1.1164	0.954002	2
10	85000001	0.922825	0.954002	2
10	86000001	0.788434	0.954002	2
10	87000001	0.89498	0.954002	2
10	88000001	1.16953	1.16953	2
10	89000001	1.13857	1.16953	2
10	90000001	1.68045	1.16953	2
10	91000001	0.937228	1.00017	2
10	92000001	1.12995	1.00017	2
10	93000001	1.02265	1.00017	2
10	94000001	0.919843	1.00017	2
10	95000001	0.977696	1.00017	2
10	96000001	0.863489	1.00017	2
10	97000001	0.883295	1.00017	2
10	98000001	1.11496	1.00017	2
10	99000001	1.17142	1.00017	2
10	100000001	1.02857	1.00017	2
10	101000001	0.949203	1.00017	2
10	102000001	0.868106	1.00017	2
10	103000001	0.953085	1.00017	2
10	104000001	1.16066	1.00017	2
10	105000001	1.06217	1.00017	2
10	106000001	0.932383	1.00017	2
10	107000001	1.43125	1.00017	2
10	108000001	0.946639	1.00017	2
10	109000001	1.03595	1.00017	2
10	110000001	0.950445	1.00017	2
10	111000001	1.04827	1.00017	2
10	112000001	1.36514	1.00017	2
10	113000001	0.846907	0.926156	2
10	114000001	0.778504	0.926156	2
10	115000001	1.15961	0.926156	2
10	116000001	1.02012	0.926156	2
10	117000001	0.912121	0.926156	2
10	118000001	1.04747	0.926156	2
10	119000001	0.736637	0.926156	2
10	120000001	0.849381	0.926156	2
10	121000001	0.882586	0.926156	2
10	122000001	1.10165	0.926156	2
10	123000001	0.926156	0.926156	2
10	124000001	0.995599	0.926156	2
10	125000001	1.05435	0.926156	2
10	126000001	2.61527	2.61527	5
10	127000001	1.05622	0.935336	2
10	128000001	1.07374	0.935336	2
10	129000001	0.935336	0.935336	2
10	130000001	0.801531	0.935336	2
10	131000001	0.794156	0.935336	2
10	132000001	0.807459	0.935336	2
10	133000001	1.56255	0.935336	2
11	1	1.07844	1.07844	2
11	1000001	0.756909	1.07844	2
11	2000001	0.742874	1.07844	2
11	3000001	0.96157	1.07844	2
11	4000001	0.841188	1.07844	2
11	5000001	1.26641	1.07844	2
11	6000001	1.22449	1.07844	2
11	7000001	1.04549	1.07844	2
11	8000001	0.876847	1.07844	2
11	9000001	1.0456	1.07844	2
11	10000001	1.08361	1.07844	2
11	11000001	1.94518	1.07844	2
11	12000001	0.947713	1.07844	2
11	13000001	1.21477	1.07844	2
11	14000001	1.24661	1.07844	2
11	15000001	1.07568	1.07844	2
11	16000001	0.827012	1.07844	2
11	17000001	1.09677	1.07844	2
11	18000001	1.096	1.07844	2
11	19000001	1.06362	1.07844	2
11	20000001	1.01798	1.07844	2
11	21000001	0.926107	1.07844	2
11	22000001	1.38996	1.07844	2
11	23000001	0.955838	1.07844	2
11	24000001	0.907354	1.07844	2
11	25000001	1.13757	1.07844	2
11	26000001	0.894933	1.07844	2
11	27000001	1.3671	1.07844	2
11	28000001	1.16798	1.07844	2
11	29000001	0.958806	1.07844	2
11	30000001	1.27748	1.07844	2
11	31000001	1.17056	1.07844	2
11	32000001	1.11861	1.07844	2
11	33000001	1.08273	1.07844	2
11	34000001	1.13288	1.07844	2
11	35000001	1.17187	1.07844	2
11	36000001	1.20949	1.07844	2
11	37000001	1.05728	1.07844	2
11	38000001	0.966699	1.07844	2
11	39000001	0.925642	1.07844	2
11	40000001	1.25204	1.07844	2
11	41000001	0.999607	1.07844	2
11	42000001	1.12038	1.07844	2
11	43000001	0.893102	0.935409	2
11	44000001	0.729565	0.935409	2
11	45000001	1.02406	0.935409	2
11	46000001	0.944255	0.935409	2
11	47000001	0.960931	0.935409	2
11	48000001	0.930154	0.935409	2
11	49000001	0.933298	0.935409	2
11	50000001	1.11909	0.935409	2
11	51000001	0.93752	0.935409	2
11	52000001	0.956221	0.935409	2
11	53000001	0.902562	0.935409	2
11	54000001	0.850517	0.935409	2
11	55000001	1.15907	1.00589	2
11	56000001	0.966908	1.00589	2
11	57000001	0.913167	1.00589	2
11	58000001	1.04168	1.00589	2
11	59000001	0.992209	1.00589	2
11	60000001	1.01957	1.00589	2
11	61000001	1.08002	1.00589	2
11	62000001	0.830352	1.00589	2
11	63000001	1.24632	1.08108	2
11	64000001	0.97549	1.08108	2
11	65000001	1.05252	1.08108	2
11	66000001	0.984612	1.08108	2
11	67000001	1.11868	1.08108	2
11	68000001	1.10965	1.08108	2
11	69000001	1.31388	1.08108	2
11	70000001	1.00458	1.08108	2
11	71000001	0.761709	0.777591	2
11	72000001	0.793472	0.777591	2
11	73000001	0.980309	0.980309	2
11	74000001	0.991593	0.980309	2
11	75000001	0.894283	0.980309	2
11	76000001	1.19788	0.980309	2
11	77000001	0.856356	0.980309	2
11	78000001	1.24305	1.20038	2
11	79000001	1.13965	1.20038	2
11	80000001	1.30057	1.20038	2
11	81000001	1.15771	1.20038	2
11	82000001	0.801398	1.0225	2
11	83000001	1.17846	1.0225	2
11	84000001	1.25803	1.0225	2
11	85000001	1.00466	1.0225	2
11	86000001	0.983257	1.0225	2
11	87000001	1.0225	1.0225	2
11	88000001	0.9508	1.0225	2
11	89000001	1.1327	1.0225	2
11	90000001	1.03929	1.0225	2
11	91000001	0.811528	0.852772	2
11	92000001	0.975581	0.852772	2
11	93000001	0.852772	0.852772	2
11	94000001	1.22555	1.22403	2
11	95000001	1.07147	1.22403	2
11	96000001	1.22403	1.22403	2
11	97000001	0.743832	0.876025	2
11	98000001	1.00822	0.876025	2
11	99000001	1.26699	1.15081	2
11	100000001	1.17573	1.15081	2
11	101000001	1.12589	1.15081	2
11	102000001	0.834189	1.15081	2
11	103000001	1.36042	1.36042	3
11	104000001	1.51273	1.36042	3
11	105000001	1.26025	1.36042	3
11	106000001	0.991053	1.05842	2
11	107000001	1.04344	1.05842	2
11	108000001	1.12103	1.05842	2
11	109000001	0.993295	1.05842	2
11	110000001	1.01221	1.05842	2
11	111000001	1.07341	1.05842	2
11	112000001	1.33724	1.05842	2
11	113000001	1.10235	1.05842	2
11	114000001	0.982293	0.918178	2
11	115000001	0.946863	0.918178	2
11	116000001	0.906194	0.918178	2
11	117000001	0.87181	0.918178	2
11	118000001	0.798123	0.918178	2
11	119000001	0.930162	0.918178	2
11	120000001	1.14704	1.09466	2
11	121000001	1.09288	1.09466	2
11	122000001	1.0871	1.09466	2
11	123000001	1.06379	1.09466	2
11	124000001	1.09644	1.09466	2
11	125000001	0.963865	1.09466	2
11	126000001	0.969432	1.09466	2
11	127000001	1.21128	1.09466	2
11	128000001	1.13261	1.09466	2
11	129000001	0.818736	1.09466	2
11	130000001	1.08421	1.09466	2
11	131000001	1.09916	1.09466	2
11	132000001	1.25395	1.09466	2
11	133000001	1.11539	1.09466	2
11	134000001	1.09813	1.09466	2
11	135000001	0.741253	1.09466	2
12	1	0.969575	0.946137	2
12	1000001	0.951326	0.946137	2
12	2000001	0.940948	0.946137	2
12	3000001	0.806243	0.946137	2
12	4000001	1.11373	1.06579	2
12	5000001	0.886918	1.06579	2
12	6000001	1.07512	1.06579	2
12	7000001	0.944114	1.06579	2
12	8000001	1.09156	1.06579	2
12	9000001	0.964583	1.06579	2
12	10000001	1.06579	1.06579	2
12	11000001	1.14359	1.06579	2
12	12000001	1.03069	1.06579	2
