Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	1	1.03463	1.24971	2
1	1000001	1.36738	1.24971	2
1	2000001	1.18864	1.24971	2
1	3000001	1.31078	1.24971	2
1	4000001	1.09488	1.02895	2
1	5000001	0.91164	1.02895	2
1	6000001	0.795858	1.02895	2
1	7000001	1.02141	1.02895	2
1	8000001	0.738764	1.02895	2
1	9000001	1.17307	1.02895	2
1	10000001	1.176	1.02895	2
1	11000001	1.187	1.02895	2
1	12000001	1.10673	1.02895	2
1	13000001	1.03275	1.02895	2
1	14000001	1.02514	1.02895	2
1	15000001	0.941576	1.02895	2
1	16000001	1.03857	1.02895	2
1	17000001	0.858304	1.02895	2
1	18000001	0.957817	1.02895	2
1	19000001	1.09909	1.02895	2
1	20000001	1.15885	1.02895	2
1	21000001	0.88837	1.02895	2
1	22000001	1.0561	1.02895	2
1	23000001	1.01654	1.02895	2
1	24000001	0.850507	1.02895	2
1	25000001	1.11722	1.02895	2
1	26000001	1.04041	1.02895	2
1	27000001	1.11958	1.02895	2
1	28000001	1.10507	1.02895	2
1	29000001	0.937241	1.02895	2
1	30000001	0.939816	1.02895	2
1	31000001	0.870445	1.02895	2
1	32000001	0.962149	1.02895	2
1	33000001	0.8513	1.02895	2
1	34000001	1.04521	1.02895	2
1	35000001	1.14506	1.02895	2
1	36000001	1.1547	1.02895	2
1	37000001	0.982048	1.02895	2
1	38000001	1.18659	1.02895	2
1	39000001	0.869615	1.02895	2
1	40000001	0.875744	1.02895	2
1	41000001	0.79961	1.02895	2
1	42000001	0.842418	1.02895	2
1	43000001	1.13128	1.02895	2
1	44000001	1.15818	1.02895	2
1	45000001	1.13797	1.02895	2
1	46000001	0.738838	0.872259	2
1	47000001	0.980907	0.872259	2
1	48000001	0.767716	0.872259	2
1	49000001	0.872259	0.872259	2
1	50000001	0.949036	0.872259	2
1	51000001	1.40445	1.23164	2
1	52000001	1.28378	1.23164	2
1	53000001	1.17951	1.23164	2
1	54000001	1.16922	1.23164	2
1	55000001	0.96642	1.01931	2
1	56000001	1.02356	1.01931	2
1	57000001	1.03226	1.01931	2
1	58000001	0.959202	1.01931	2
1	59000001	0.706453	1.01931	2
1	60000001	0.833915	1.01931	2
1	61000001	0.928966	1.01931	2
1	62000001	1.27511	1.01931	2
1	63000001	0.883039	1.01931	2
1	64000001	0.832394	1.01931	2
1	65000001	1.09417	1.01931	2
1	66000001	1.13585	1.01931	2
1	67000001	1.0361	1.01931	2
1	68000001	1.21085	1.01931	2
1	69000001	0.891495	1.01931	2
1	70000001	1.07283	1.01931	2
1	71000001	1.42733	1.01931	2
1	72000001	0.923175	1.01931	2
1	73000001	0.55935	1.01931	2
1	74000001	1.08298	1.01931	2
1	75000001	1.17709	1.01931	2
1	76000001	0.954332	1.01931	2
1	77000001	0.846221	1.01931	2
1	78000001	1.09738	1.01931	2
1	79000001	1.00871	1.01931	2
