Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	1	1.54974	1.03263	3
1	10000001	1.07902	1.03263	3
1	20000001	1.18263	1.03263	3
1	30000001	1.079	1.03263	3
1	40000001	1.03121	1.03263	3
1	50000001	1.03263	1.03263	3
1	60000001	0.881801	1.03263	3
1	70000001	0.758751	1.03263	3
1	80000001	0.818072	1.03263	3
1	90000001	0.877811	1.03263	3
1	100000001	1.05582	1.03263	3
1	110000001	1.33682	1.33682	4
1	120000001	1.80035	1.31188	4
1	130000001	-1	1.31188	4
1	140000001	1.97455	1.31188	4
1	150000001	1.15886	1.31188	4
1	160000001	1.20992	1.31188	4
1	170000001	1.33223	1.31188	4
1	180000001	1.32406	1.31188	4
1	190000001	1.0208	1.31188	4
1	200000001	1.58624	1.31188	4
1	210000001	1.24535	1.31188	4
1	220000001	1.58489	1.31188	4
1	230000001	1.29969	1.31188	4
1	240000001	1.28866	1.31188	4
10	1	0.0653124	0.0823831	0
10	10000001	0.0935055	0.0823831	0
10	20000001	0.0729554	0.0823831	0
10	30000001	0.119193	0.0823831	0
10	40000001	0.149314	0.0823831	0
10	50000001	0.0817614	0.0823831	0
10	60000001	0.0705471	0.0823831	0
10	70000001	0.0830049	0.0823831	0
10	80000001	0.0832151	0.0823831	0
10	90000001	0.067252	0.0823831	0
10	100000001	0.0581216	0.0823831	0
10	110000001	0.0736305	0.0823831	0
10	120000001	0.303878	0.0823831	0
10	130000001	0.559573	0.0823831	0
11	1	0.110684	0.103036	0
11	10000001	0.180278	0.103036	0
11	20000001	0.103081	0.103036	0
11	30000001	0.102991	0.103036	0
11	40000001	0.0964177	0.103036	0
11	50000001	0.0919861	0.103036	0
11	60000001	0.145389	0.103036	0
11	70000001	0.119226	0.103036	0
11	80000001	0.083064	0.103036	0
11	90000001	0.139726	0.103036	0
11	100000001	0.109524	0.103036	0
11	110000001	0.0789274	0.103036	0
11	120000001	0.0727347	0.103036	0
11	130000001	0.0875608	0.103036	0
12	1	0.102459	0.467016	1
