Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	1	2.1209	1.68769	5
1	10000001	1.72282	1.68769	5
1	20000001	1.68769	1.68769	5
1	30000001	1.58691	1.68769	5
1	40000001	1.45469	1.68769	5
1	50000001	1.24897	1.24897	4
1	60000001	0.819877	1.14077	3
1	70000001	0.715523	1.14077	3
1	80000001	0.730749	1.14077	3
1	90000001	0.810423	1.14077	3
1	100000001	1.05816	1.14077	3
1	110000001	1.18799	1.14077	3
1	120000001	1.69855	1.14077	3
1	130000001	-1	1.14077	3
1	140000001	1.78709	1.14077	3
1	150000001	1.22706	1.14077	3
1	160000001	1.23337	1.14077	3
1	170000001	1.09465	1.14077	3
1	180000001	1.33015	1.14077	3
1	190000001	0.929975	1.14077	3
1	200000001	1.55583	1.14077	3
1	210000001	1.03281	1.14077	3
1	220000001	1.18689	1.14077	3
1	230000001	1.04183	1.14077	3
1	240000001	1.189	1.14077	3
10	1	0.943013	0.933436	3
10	10000001	0.943528	0.933436	3
10	20000001	0.824158	0.933436	3
10	30000001	0.79658	0.933436	3
10	40000001	1.1815	0.933436	3
10	50000001	0.92386	0.933436	3
10	60000001	1.1496	0.933436	3
10	70000001	1.51319	0.933436	3
10	80000001	0.879449	0.933436	3
10	90000001	0.688231	0.933436	3
10	100000001	0.692082	0.933436	3
10	110000001	0.616234	0.933436	3
10	120000001	1.2796	0.933436	3
10	130000001	1.23449	0.933436	3
11	1	1.3504	0.993708	3
11	10000001	1.02143	0.993708	3
11	20000001	0.742286	0.993708	3
11	30000001	0.857727	0.993708	3
11	40000001	1.04066	0.993708	3
11	50000001	0.934209	0.993708	3
11	60000001	1.59786	0.993708	3
11	70000001	1.30719	0.993708	3
11	80000001	0.888878	0.993708	3
11	90000001	1.01651	0.993708	3
11	100000001	0.781904	0.993708	3
11	110000001	1.05607	0.993708	3
11	120000001	0.722374	0.993708	3
11	130000001	0.970904	0.993708	3
12	1	0.821441	0.878521	3
12	10000001	0.562297	0.878521	3
12	20000001	0.716496	0.878521	3
12	30000001	0.71916	0.878521	3
12	40000001	1.22917	0.878521	3
12	50000001	1.17596	0.878521	3
12	60000001	0.874556	0.878521	3
12	70000001	0.813414	0.878521	3
12	80000001	0.663257	0.878521	3
12	90000001	0.882487	0.878521	3
12	100000001	1.10705	0.878521	3
12	110000001	1.09987	0.878521	3
12	120000001	1.43657	0.878521	3
12	130000001	2.11576	0.878521	3
13	1	-1	0.681491	2
13	10000001	0.59412	0.681491	2
13	20000001	0.681491	0.681491	2
13	30000001	0.690751	0.681491	2
13	40000001	0.889419	0.681491	2
13	50000001	0.582004	0.681491	2
13	60000001	0.510088	0.681491	2
13	70000001	0.598199	0.681491	2
13	80000001	0.708943	0.681491	2
13	90000001	1.01759	0.681491	2
13	100000001	0.60331	0.681491	2
13	110000001	0.822939	0.681491	2
14	1	-1	0.749675	2
14	10000001	0.773322	0.749675	2
14	20000001	0.677017	0.749675	2
14	30000001	0.726027	0.749675	2
14	40000001	0.475875	0.749675	2
14	50000001	0.703585	0.749675	2
14	60000001	1.02278	0.749675	2
14	70000001	0.796914	0.749675	2
14	80000001	0.56146	0.749675	2
14	90000001	0.7819	0.749675	2
14	100000001	1.03946	0.749675	2
15	1	-1	0.936268	3
15	10000001	0.856361	0.936268	3
15	20000001	0.839436	0.936268	3
15	30000001	0.839009	0.936268	3
15	40000001	1.12797	0.936268	3
15	50000001	1.03619	0.936268	3
15	60000001	1.09043	0.936268	3
15	70000001	0.951181	0.936268	3
15	80000001	1.17533	0.936268	3
15	90000001	0.908199	0.936268	3
15	100000001	0.921354	0.936268	3
16	1	1.39097	1.18613	4
16	10000001	1.38925	1.18613	4
16	20000001	1.27706	1.18613	4
16	30000001	1.00296	1.18613	4
16	40000001	1.57427	1.18613	4
16	50000001	1.02172	1.18613	4
16	60000001	0.996532	1.18613	4
16	70000001	1.0952	1.18613	4
16	80000001	1.82734	1.18613	4
16	90000001	1.01426	1.18613	4
17	1	0.967103	1.29529	4
17	10000001	0.755722	1.29529	4
17	20000001	1.29529	1.29529	4
17	30000001	1.1569	1.29529	4
17	40000001	1.29882	1.29529	4
17	50000001	1.08247	1.29529	4
17	60000001	1.44794	1.29529	4
17	70000001	1.47269	1.29529	4
17	80000001	2.75224	1.29529	4
18	1	1.47234	0.996887	3
18	10000001	1.08936	0.996887	3
18	20000001	1.39825	0.996887	3
18	30000001	0.958406	0.996887	3
18	40000001	0.996887	0.996887	3
18	50000001	0.554148	0.996887	3
