Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	1	1.19469	1.00047	3
1	10000001	1.00047	1.00047	3
1	20000001	0.917518	1.00047	3
1	30000001	0.945771	1.00047	3
1	40000001	0.956214	1.00047	3
1	50000001	1.01362	1.00047	3
1	60000001	0.944988	1.00047	3
1	70000001	1.01014	1.00047	3
1	80000001	0.981966	1.00047	3
1	90000001	1.06448	1.00047	3
1	100000001	1.0852	1.00047	3
1	110000001	1.2792	1.2792	4
1	120000001	2.19276	1.30584	4
1	130000001	-1	1.30584	4
1	140000001	2.26022	1.30584	4
1	150000001	1.03115	1.30584	4
1	160000001	1.19731	1.30584	4
1	170000001	1.35198	1.30584	4
1	180000001	1.30147	1.30584	4
1	190000001	1.29256	1.30584	4
1	200000001	1.31021	1.30584	4
1	210000001	1.30032	1.30584	4
1	220000001	1.34006	1.30584	4
1	230000001	1.25005	1.30584	4
1	240000001	1.33007	1.30584	4
10	1	0.963865	1.04489	3
10	10000001	1.01262	1.04489	3
10	20000001	0.979203	1.04489	3
10	30000001	1.05177	1.04489	3
10	40000001	1.33128	1.04489	3
10	50000001	1.34921	1.04489	3
10	60000001	1.33156	1.04489	3
10	70000001	1.23815	1.04489	3
10	80000001	1.05251	1.04489	3
10	90000001	0.621871	1.04489	3
10	100000001	0.586415	1.04489	3
10	110000001	0.698553	1.04489	3
10	120000001	1.03801	1.04489	3
10	130000001	1.09726	1.04489	3
11	1	0.956699	1.01513	3
11	10000001	1.02347	1.01513	3
11	20000001	1.02753	1.01513	3
11	30000001	0.972346	1.01513	3
11	40000001	0.963763	1.01513	3
11	50000001	0.998732	1.01513	3
11	60000001	1.05432	1.01513	3
11	70000001	1.03386	1.01513	3
11	80000001	1.00679	1.01513	3
11	90000001	1.07015	1.01513	3
11	100000001	1.08302	1.01513	3
11	110000001	0.945605	1.01513	3
11	120000001	0.956734	1.01513	3
11	130000001	1.05449	1.01513	3
12	1	0.687007	0.984962	3
12	10000001	0.677336	0.984962	3
12	20000001	0.930188	0.984962	3
12	30000001	0.991379	0.984962	3
12	40000001	1.19469	0.984962	3
12	50000001	0.960699	0.984962	3
12	60000001	0.984298	0.984962	3
12	70000001	1.0003	0.984962	3
12	80000001	0.985626	0.984962	3
12	90000001	1.03076	0.984962	3
12	100000001	0.912488	0.984962	3
12	110000001	0.980302	0.984962	3
12	120000001	1.07874	0.984962	3
12	130000001	1.36072	0.984962	3
13	1	-1	0.73749	2
13	10000001	0.76135	0.73749	2
13	20000001	0.704836	0.73749	2
13	30000001	0.808165	0.73749	2
13	40000001	0.855441	0.73749	2
13	50000001	0.661505	0.73749	2
13	60000001	0.669716	0.73749	2
13	70000001	0.637331	0.73749	2
13	80000001	0.928472	0.73749	2
13	90000001	1.45355	0.73749	2
13	100000001	0.73749	0.73749	2
13	110000001	0.604327	0.73749	2
14	1	-1	0.69741	2
14	10000001	1.04409	0.69741	2
14	20000001	0.695722	0.69741	2
14	30000001	0.741457	0.69741	2
14	40000001	0.699098	0.69741	2
14	50000001	0.660417	0.69741	2
14	60000001	0.813644	0.69741	2
14	70000001	0.648901	0.69741	2
14	80000001	0.619163	0.69741	2
14	90000001	0.738433	0.69741	2
14	100000001	0.682274	0.69741	2
15	1	-1	0.993567	3
15	10000001	1.20246	0.993567	3
15	20000001	0.963751	0.993567	3
15	30000001	0.989562	0.993567	3
15	40000001	1.09136	0.993567	3
15	50000001	1.01785	0.993567	3
15	60000001	1.00018	0.993567	3
15	70000001	0.99635	0.993567	3
15	80000001	0.990074	0.993567	3
15	90000001	0.947106	0.993567	3
15	100000001	0.990783	0.993567	3
16	1	0.987298	1.05684	3
16	10000001	1.09536	1.05684	3
16	20000001	1.04574	1.05684	3
16	30000001	1.17977	1.05684	3
16	40000001	2.20737	1.05684	3
16	50000001	1.06232	1.05684	3
16	60000001	0.910141	1.05684	3
16	70000001	1.05136	1.05684	3
16	80000001	1.34568	1.05684	3
16	90000001	0.959275	1.05684	3
17	1	0.729665	0.963705	3
17	10000001	0.693434	0.963705	3
17	20000001	0.948092	0.963705	3
17	30000001	0.995946	0.963705	3
17	40000001	0.883635	0.963705	3
17	50000001	0.963705	0.963705	3
17	60000001	1.06615	0.963705	3
17	70000001	1.02478	0.963705	3
17	80000001	1.624	0.963705	3
18	1	1.5084	1.16691	4
18	10000001	1.27668	1.16691	4
18	20000001	1.4106	1.16691	4
18	30000001	1.03202	1.16691	4
18	40000001	1.16691	1.16691	4
18	50000001	1.10078	1.16691	4
18	60000001	1.27417	1.16691	4
18	70000001	1.1552	1.16691	4
18	80000001	1.15825	1.16691	4
19	1	0.972115	0.98709	3
19	10000001	0.992036	0.98709	3
19	20000001	1.20542	0.98709	3
19	30000001	0.982144	0.98709	3
19	40000001	0.939903	0.98709	3
19	50000001	0.996354	0.98709	3
2	1	1.01156	1.02455	3
2	10000001	1.05486	1.02455	3
2	20000001	0.938055	1.02455	3
2	30000001	0.999981	1.02455	3
2	40000001	0.990111	1.02455	3
2	50000001	1.18539	1.02455	3
2	60000001	1.10052	1.02455	3
2	70000001	1.03967	1.02455	3
2	80000001	1.12766	1.02455	3
2	90000001	1.06597	1.02455	3
2	100000001	0.943276	1.02455	3
2	110000001	0.963472	1.02455	3
2	120000001	1.03753	1.02455	3
2	130000001	0.986665	1.02455	3
2	140000001	1.13806	1.13806	3
2	150000001	1.44716	1.37486	4
2	160000001	1.58445	1.37486	4
2	170000001	1.30257	1.37486	4
2	180000001	1.17386	1.37486	4
2	190000001	0.869355	0.858307	3
2	200000001	0.70607	0.858307	3
2	210000001	0.660725	0.858307	3
2	220000001	0.885432	0.858307	3
