Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	1	1.64811	1.18929	4
1	10000001	1.46389	1.18929	4
1	20000001	1.35708	1.18929	4
1	30000001	1.47029	1.18929	4
1	40000001	1.37766	1.18929	4
1	50000001	1.18929	1.18929	4
1	60000001	0.97468	1.18929	4
1	70000001	0.796289	1.18929	4
1	80000001	0.793928	1.18929	4
1	90000001	0.849454	1.18929	4
1	100000001	0.854733	1.18929	4
1	110000001	1.31281	1.26421	4
1	120000001	1.9945	1.26421	4
1	130000001	-1	1.26421	4
1	140000001	2.41228	1.26421	4
1	150000001	0.988769	1.26421	4
1	160000001	1.22598	1.26421	4
1	170000001	1.2992	1.26421	4
1	180000001	1.17068	1.26421	4
1	190000001	1.10839	1.26421	4
1	200000001	1.38178	1.26421	4
1	210000001	1.13998	1.26421	4
1	220000001	1.42498	1.26421	4
1	230000001	1.2338	1.26421	4
1	240000001	1.26421	1.26421	4
10	1	1.05553	0.959882	3
10	10000001	0.93539	0.959882	3
10	20000001	0.963822	0.959882	3
10	30000001	0.988552	0.959882	3
10	40000001	1.40313	0.959882	3
10	50000001	0.889423	0.959882	3
10	60000001	1.16656	0.959882	3
10	70000001	1.37298	0.959882	3
10	80000001	0.955942	0.959882	3
10	90000001	0.717992	0.959882	3
10	100000001	0.678684	0.959882	3
10	110000001	0.692514	0.959882	3
10	120000001	0.793782	0.959882	3
10	130000001	1.14451	0.959882	3
11	1	1.11681	0.940974	3
11	10000001	1.09694	0.940974	3
11	20000001	0.789791	0.940974	3
11	30000001	0.84141	0.940974	3
11	40000001	0.928307	0.940974	3
11	50000001	0.762704	0.940974	3
11	60000001	1.06959	0.940974	3
11	70000001	1.03944	0.940974	3
11	80000001	0.837343	0.940974	3
11	90000001	0.81138	0.940974	3
11	100000001	0.803694	0.940974	3
11	110000001	0.975166	0.940974	3
11	120000001	0.959561	0.940974	3
11	130000001	0.95364	0.940974	3
12	1	0.718276	0.953876	3
12	10000001	0.633245	0.953876	3
12	20000001	0.795825	0.953876	3
12	30000001	0.898199	0.953876	3
12	40000001	1.00146	0.953876	3
12	50000001	1.04407	0.953876	3
12	60000001	0.961278	0.953876	3
12	70000001	0.95673	0.953876	3
12	80000001	0.723259	0.953876	3
12	90000001	0.880743	0.953876	3
12	100000001	0.951022	0.953876	3
12	110000001	0.973141	0.953876	3
12	120000001	0.977878	0.953876	3
12	130000001	1.22962	0.953876	3
13	1	-1	0.670014	2
13	10000001	0.693835	0.670014	2
13	20000001	0.710698	0.670014	2
13	30000001	0.670014	0.670014	2
13	40000001	0.686015	0.670014	2
13	50000001	0.510842	0.670014	2
13	60000001	0.47217	0.670014	2
13	70000001	0.631969	0.670014	2
13	80000001	0.659482	0.670014	2
13	90000001	1.14783	0.670014	2
13	100000001	0.598956	0.670014	2
13	110000001	0.821489	0.670014	2
14	1	-1	0.674244	2
14	10000001	0.879162	0.674244	2
14	20000001	0.675756	0.674244	2
14	30000001	0.626702	0.674244	2
14	40000001	0.491785	0.674244	2
14	50000001	0.630925	0.674244	2
14	60000001	0.70755	0.674244	2
14	70000001	0.672731	0.674244	2
14	80000001	0.583584	0.674244	2
14	90000001	0.694184	0.674244	2
14	100000001	0.716925	0.674244	2
15	1	-1	0.99494	3
15	10000001	0.939022	0.99494	3
15	20000001	1.02109	0.99494	3
15	30000001	0.989552	0.99494	3
15	40000001	0.964898	0.99494	3
15	50000001	0.91896	0.99494	3
15	60000001	0.984073	0.99494	3
15	70000001	1.00126	0.99494	3
15	80000001	1.03426	0.99494	3
15	90000001	1.00033	0.99494	3
15	100000001	1.12783	0.99494	3
16	1	1.03509	1.04694	3
16	10000001	1.05879	1.04694	3
16	20000001	0.958852	1.04694	3
16	30000001	1.14519	1.04694	3
16	40000001	2.02593	1.04694	3
16	50000001	0.994777	1.04694	3
16	60000001	0.78759	1.04694	3
16	70000001	1.12366	1.04694	3
16	80000001	1.29385	1.04694	3
16	90000001	0.912903	1.04694	3
17	1	0.80261	1.03214	3
17	10000001	0.698738	1.03214	3
17	20000001	1.07482	1.03214	3
17	30000001	1.04918	1.03214	3
17	40000001	0.976209	1.03214	3
17	50000001	1.00818	1.03214	3
17	60000001	1.03214	1.03214	3
17	70000001	1.12298	1.03214	3
17	80000001	1.3491	1.03214	3
18	1	1.4786	0.712272	2
18	10000001	1.2058	0.712272	2
18	20000001	1.09132	0.712272	2
18	30000001	1.02015	0.712272	2
18	40000001	0.614798	0.712272	2
18	50000001	0.712272	0.712272	2
18	60000001	0.568164	0.712272	2
18	70000001	0.648313	0.712272	2
18	80000001	0.517216	0.712272	2
19	1	1.06423	1.09119	3
19	10000001	1.09218	1.09119	3
19	20000001	1.09019	1.09119	3
19	30000001	1.13712	1.09119	3
19	40000001	1.1226	1.09119	3
19	50000001	1.01313	1.09119	3
