Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	1	1.64348	1.33295	4
1	10000001	1.35185	1.33295	4
1	20000001	1.33295	1.33295	4
1	30000001	1.24814	1.33295	4
1	40000001	1.19977	1.33295	4
1	50000001	0.903136	0.638379	2
1	60000001	0.632499	0.638379	2
1	70000001	0.644259	0.638379	2
1	80000001	0.599831	0.638379	2
1	90000001	0.637755	0.762783	2
1	100000001	0.887812	0.762783	2
1	110000001	1.50766	1.23737	4
1	120000001	1.93479	1.23737	4
1	130000001	-1	1.23737	4
1	140000001	2.09165	1.23737	4
1	150000001	1.23737	1.23737	4
1	160000001	1.19139	1.23737	4
1	170000001	1.21832	1.23737	4
1	180000001	1.19769	1.23737	4
1	190000001	0.922084	1.23737	4
1	200000001	1.70681	1.23737	4
1	210000001	1.17052	1.23737	4
1	220000001	1.5548	1.23737	4
1	230000001	1.28048	1.23737	4
1	240000001	1.19515	1.23737	4
10	1	1.07562	0.955159	3
10	10000001	1.00334	0.955159	3
10	20000001	0.861059	0.955159	3
10	30000001	0.873614	0.955159	3
10	40000001	1.37826	0.955159	3
10	50000001	0.906982	0.955159	3
10	60000001	1.29897	0.955159	3
10	70000001	1.48784	0.955159	3
10	80000001	1.06051	0.955159	3
10	90000001	0.741062	0.955159	3
10	100000001	0.710987	0.955159	3
10	110000001	0.76634	0.955159	3
10	120000001	0.811275	0.955159	3
10	130000001	1.25268	0.955159	3
11	1	1.32631	0.978464	3
11	10000001	1.27295	0.978464	3
11	20000001	0.756881	0.978464	3
11	30000001	1.0429	0.978464	3
11	40000001	1.14744	0.978464	3
11	50000001	0.850741	0.978464	3
11	60000001	1.33392	0.978464	3
11	70000001	1.27438	0.978464	3
11	80000001	0.772964	0.978464	3
11	90000001	0.784255	0.978464	3
11	100000001	0.800098	0.978464	3
11	110000001	1.12397	0.978464	3
11	120000001	0.914028	0.978464	3
11	130000001	0.891276	0.978464	3
12	1	0.895809	0.896137	3
12	10000001	0.560411	0.896137	3
12	20000001	0.775784	0.896137	3
12	30000001	0.822795	0.896137	3
12	40000001	1.0888	0.896137	3
12	50000001	1.1967	0.896137	3
12	60000001	0.862763	0.896137	3
12	70000001	0.739551	0.896137	3
12	80000001	0.71785	0.896137	3
12	90000001	0.896465	0.896137	3
12	100000001	1.11234	0.896137	3
12	110000001	1.22391	0.896137	3
12	120000001	1.07541	0.896137	3
12	130000001	1.47746	0.896137	3
13	1	-1	0.600377	2
13	10000001	0.595764	0.600377	2
13	20000001	0.67831	0.600377	2
13	30000001	0.557387	0.600377	2
13	40000001	0.747184	0.600377	2
13	50000001	0.536517	0.600377	2
13	60000001	0.447341	0.600377	2
13	70000001	0.544575	0.600377	2
13	80000001	0.600377	0.600377	2
13	90000001	1.10767	0.600377	2
13	100000001	0.648604	0.600377	2
13	110000001	0.886639	0.600377	2
14	1	-1	0.738917	2
