Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	1	1.0397	0.994065	3
1	10000001	0.935021	0.994065	3
1	20000001	0.959934	0.994065	3
1	30000001	0.975365	0.994065	3
1	40000001	1.06041	0.994065	3
1	50000001	0.988468	0.994065	3
1	60000001	1.05512	0.994065	3
1	70000001	1.08006	0.994065	3
1	80000001	1.00673	0.994065	3
1	90000001	0.98077	0.994065	3
1	100000001	0.975855	0.994065	3
1	110000001	0.999661	0.994065	3
1	120000001	1.32936	1.02348	3
1	130000001	-1	1.02348	3
1	140000001	1.36797	1.02348	3
1	150000001	1.01093	1.02348	3
1	160000001	1.07116	1.02348	3
1	170000001	1.08209	1.02348	3
1	180000001	1.01507	1.02348	3
1	190000001	1.07991	1.02348	3
1	200000001	0.890423	1.02348	3
1	210000001	0.992537	1.02348	3
1	220000001	0.984899	1.02348	3
1	230000001	1.00758	1.02348	3
1	240000001	1.03189	1.02348	3
10	1	0.940096	1.0267	3
10	10000001	0.948129	1.0267	3
10	20000001	1.04964	1.0267	3
10	30000001	0.975783	1.0267	3
10	40000001	0.96469	1.0267	3
10	50000001	1.007	1.0267	3
10	60000001	1.09456	1.0267	3
10	70000001	0.992826	1.0267	3
10	80000001	1.06638	1.0267	3
10	90000001	1.0464	1.0267	3
10	100000001	0.921315	1.0267	3
10	110000001	1.05103	1.0267	3
10	120000001	1.13923	1.0267	3
10	130000001	1.12078	1.0267	3
11	1	0.967181	0.987206	3
11	10000001	1.23643	0.987206	3
11	20000001	1.024	0.987206	3
11	30000001	0.958158	0.987206	3
11	40000001	1.03385	0.987206	3
11	50000001	0.989058	0.987206	3
11	60000001	0.967065	0.987206	3
11	70000001	0.969993	0.987206	3
11	80000001	0.925231	0.987206	3
11	90000001	1.05373	0.987206	3
11	100000001	0.985354	0.987206	3
11	110000001	0.956979	0.987206	3
11	120000001	1.00519	0.987206	3
11	130000001	1.02672	0.987206	3
12	1	0.975418	1.00627	3
12	10000001	0.960827	1.00627	3
12	20000001	1.04569	1.00627	3
12	30000001	0.929078	1.00627	3
12	40000001	1.07892	1.00627	3
12	50000001	0.957149	1.00627	3
12	60000001	1.0601	1.00627	3
12	70000001	1.00578	1.00627	3
12	80000001	1.02473	1.00627	3
12	90000001	1.02603	1.00627	3
12	100000001	1.0208	1.00627	3
12	110000001	0.927929	1.00627	3
12	120000001	0.977529	1.00627	3
12	130000001	1.00675	1.00627	3
13	1	-1	1.04379	3
13	10000001	1.10741	1.04379	3
13	20000001	0.936903	1.04379	3
13	30000001	1.0183	1.04379	3
13	40000001	1.05625	1.04379	3
13	50000001	1.09967	1.04379	3
13	60000001	1.08484	1.04379	3
13	70000001	1.08845	1.04379	3
13	80000001	0.975961	1.04379	3
13	90000001	0.935239	1.04379	3
13	100000001	1.04379	1.04379	3
13	110000001	0.968895	1.04379	3
14	1	-1	1.00897	3
14	10000001	1.02533	1.00897	3
14	20000001	0.992983	1.00897	3
14	30000001	1.03813	1.00897	3
14	40000001	1.01659	1.00897	3
14	50000001	1.01084	1.00897	3
14	60000001	1.04863	1.00897	3
14	70000001	1.0071	1.00897	3
14	80000001	1.00109	1.00897	3
14	90000001	0.979393	1.00897	3
14	100000001	0.92337	1.00897	3
15	1	-1	1.01152	3
15	10000001	1.1623	1.01152	3
15	20000001	1.11781	1.01152	3
15	30000001	0.976398	1.01152	3
15	40000001	0.992668	1.01152	3
15	50000001	1.00105	1.01152	3
15	60000001	0.938631	1.01152	3
15	70000001	1.02198	1.01152	3
15	80000001	1.09136	1.01152	3
15	90000001	1.05391	1.01152	3
15	100000001	0.943927	1.01152	3
16	1	0.900974	1.00643	3
16	10000001	1.0572	1.00643	3
16	20000001	1.01871	1.00643	3
16	30000001	1.15165	1.00643	3
16	40000001	2.2035	1.00643	3
16	50000001	0.899808	1.00643	3
16	60000001	0.993437	1.00643	3
16	70000001	1.06805	1.00643	3
16	80000001	0.994144	1.00643	3
16	90000001	0.792134	1.00643	3
17	1	0.925115	1.05304	3
17	10000001	1.05304	1.05304	3
17	20000001	1.10104	1.05304	3
17	30000001	1.06501	1.05304	3
17	40000001	0.924672	1.05304	3
17	50000001	0.954953	1.05304	3
17	60000001	0.944195	1.05304	3
17	70000001	1.06591	1.05304	3
17	80000001	1.52559	1.05304	3
18	1	1.1148	1.02469	3
18	10000001	1.00902	1.02469	3
18	20000001	1.13174	1.02469	3
18	30000001	1.00338	1.02469	3
18	40000001	1.07886	1.02469	3
18	50000001	1.02469	1.02469	3
18	60000001	1.19708	1.02469	3
18	70000001	1.00232	1.02469	3
18	80000001	0.757474	1.02469	3
19	1	0.964469	0.987073	3
19	10000001	1.02449	0.987073	3
19	20000001	1.02272	0.987073	3
19	30000001	0.973594	0.987073	3
19	40000001	0.962255	0.987073	3
19	50000001	1.00055	0.987073	3
2	1	0.955422	0.974603	3
2	10000001	0.896312	0.974603	3
2	20000001	1.00397	0.974603	3
2	30000001	0.974603	0.974603	3
2	40000001	0.991614	0.974603	3
2	50000001	1.13956	1.0034	3
2	60000001	0.867244	1.0034	3
2	70000001	1.06716	1.00493	3
2	80000001	1.07821	1.00493	3
2	90000001	1.04814	1.00493	3
2	100000001	0.976631	1.00493	3
2	110000001	0.908853	1.00493	3
2	120000001	1.02643	1.00493	3
2	130000001	0.983424	1.00493	3
2	140000001	0.971425	1.00493	3
2	150000001	1.04159	1.0378	3
2	160000001	1.08697	1.0378	3
2	170000001	1.034	1.0378	3
2	180000001	0.938557	1.0378	3
2	190000001	1.0823	1.0378	3
2	200000001	1.06973	1.0378	3
2	210000001	1.00266	1.0378	3
2	220000001	1.02537	1.0378	3
2	230000001	0.983467	1.0378	3
2	240000001	1.0423	1.0378	3
20	1	1.24213	0.985689	3
20	10000001	1.00361	0.985689	3
20	20000001	0.90607	0.985689	3
20	30000001	0.985689	0.985689	3
20	40000001	1.00742	0.985689	3
20	50000001	0.918134	0.985689	3
20	60000001	0.965618	0.985689	3
21	1	1.87981	1.04812	3
21	10000001	1.22303	1.04812	3
21	20000001	1.04812	1.04812	3
21	30000001	0.990547	1.04812	3
21	40000001	0.962693	1.04812	3
22	1	-1	1.00777	3
22	10000001	1.12531	1.00777	3
22	20000001	0.912009	1.00777	3
22	30000001	1.00777	1.00777	3
22	40000001	0.94034	1.00777	3
22	50000001	1.21008	1.00777	3
3	1	1.0921	0.986605	3
3	10000001	0.989695	0.986605	3
3	20000001	0.983515	0.986605	3
3	30000001	1.02372	0.986605	3
3	40000001	1.03844	0.986605	3
3	50000001	0.996926	0.986605	3
3	60000001	0.921528	0.986605	3
3	70000001	0.891793	0.986605	3
3	80000001	0.971579	0.986605	3
3	90000001	0.963314	0.986605	3
3	100000001	1.06977	0.975516	3
3	110000001	0.975516	0.975516	3
3	120000001	0.960887	0.975516	3
3	130000001	1.04655	1.04655	3
3	140000001	1.10197	1.04655	3
3	150000001	0.999645	1.04655	3
3	160000001	0.967474	1.04655	3
3	170000001	1.10963	1.04655	3
3	180000001	0.999712	1.04655	3
3	190000001	1.08681	1.04655	3
4	1	0.942917	1.06059	3
4	10000001	1.06059	1.06059	3
4	20000001	1.00386	1.06059	3
4	30000001	1.13451	1.06059	3
4	40000001	1.17756	1.06059	3
4	50000001	0.963435	1.06059	3
4	60000001	1.02994	1.06059	3
4	70000001	1.1985	1.06059	3
4	80000001	1.06332	1.06059	3
4	90000001	1.00349	1.00572	3
4	100000001	1.06406	1.00572	3
4	110000001	1.04398	1.00572	3
4	120000001	1.00796	1.00572	3
4	130000001	1.03437	1.00572	3
4	140000001	0.947821	1.00572	3
4	150000001	0.983844	1.00572	3
4	160000001	0.942216	1.00572	3
4	170000001	1.08033	1.00572	3
4	180000001	0.943392	1.00572	3
4	190000001	1.74934	1.74934	5
5	1	1.09826	1.04691	3
5	10000001	0.999262	1.04691	3
5	20000001	1.04779	1.04691	3
5	30000001	1.11935	1.04691	3
5	40000001	1.06333	1.04691	3
5	50000001	1.04691	1.04691	3
5	60000001	1.01613	1.04691	3
5	70000001	0.950735	1.04691	3
5	80000001	1.27379	1.04691	3
5	90000001	1.03277	1.04691	3
5	100000001	1.01681	1.04691	3
5	110000001	0.990811	1.04691	3
5	120000001	0.97173	1.04691	3
5	130000001	1.16748	1.04691	3
5	140000001	1.07135	1.04691	3
5	150000001	1.00346	0.982537	3
5	160000001	0.974607	0.982537	3
5	170000001	0.990466	0.982537	3
5	180000001	0.92087	0.982537	3
6	1	1.03486	0.999347	3
6	10000001	0.991763	0.999347	3
6	20000001	1.01878	0.999347	3
6	30000001	0.934774	0.999347	3
6	40000001	1.01585	0.999347	3
6	50000001	0.966096	0.999347	3
6	60000001	0.996848	0.999347	3
6	70000001	0.972148	0.999347	3
6	80000001	1.00521	0.999347	3
6	90000001	1.00185	0.999347	3
6	100000001	1.04116	1.01659	3
