Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	1	1.23695	0.975522	3
1	10000001	1.04197	0.975522	3
1	20000001	1.07246	0.975522	3
1	30000001	0.970124	0.975522	3
1	40000001	0.960045	0.975522	3
1	50000001	0.958097	0.975522	3
1	60000001	0.9161	0.975522	3
1	70000001	0.923105	0.975522	3
1	80000001	1.04617	0.975522	3
1	90000001	0.980921	0.975522	3
1	100000001	0.96242	0.975522	3
1	110000001	0.941375	0.975522	3
1	120000001	1.64374	0.975522	3
1	130000001	-1	0.975522	3
1	140000001	1.53412	0.975522	3
1	150000001	0.978541	0.968744	3
1	160000001	0.989296	0.968744	3
1	170000001	0.933887	0.968744	3
1	180000001	0.914795	0.968744	3
1	190000001	0.856758	0.968744	3
1	200000001	1.01542	0.968744	3
1	210000001	0.958946	0.968744	3
1	220000001	1.02178	0.968744	3
1	230000001	1.08211	0.968744	3
1	240000001	0.913322	0.968744	3
10	1	0.94252	0.963133	3
10	10000001	0.940377	0.963133	3
10	20000001	0.937284	0.963133	3
10	30000001	0.968722	0.963133	3
10	40000001	0.999078	0.963133	3
10	50000001	0.875084	0.963133	3
10	60000001	0.941794	0.963133	3
10	70000001	1.06554	0.963133	3
10	80000001	0.935082	0.963133	3
10	90000001	0.96475	0.963133	3
10	100000001	0.995684	0.963133	3
10	110000001	0.961516	0.963133	3
10	120000001	1.27914	0.963133	3
10	130000001	1.30768	0.963133	3
11	1	1.03201	0.98308	3
11	10000001	1.03862	0.98308	3
11	20000001	0.977811	0.98308	3
11	30000001	0.952969	0.98308	3
11	40000001	0.988576	0.98308	3
11	50000001	0.986321	0.98308	3
11	60000001	1.11196	0.98308	3
11	70000001	1.01725	0.98308	3
11	80000001	0.816627	0.98308	3
11	90000001	0.938508	0.98308	3
11	100000001	0.979838	0.98308	3
11	110000001	0.895096	0.98308	3
11	120000001	0.924122	0.98308	3
11	130000001	1.04253	0.98308	3
12	1	0.981958	0.989593	3
12	10000001	0.958564	0.989593	3
12	20000001	0.859147	0.989593	3
12	30000001	0.956142	0.989593	3
12	40000001	1.01755	0.989593	3
12	50000001	1.03765	0.989593	3
12	60000001	0.917046	0.989593	3
12	70000001	0.902686	0.989593	3
12	80000001	1.03334	0.989593	3
12	90000001	0.912593	0.989593	3
12	100000001	0.999358	0.989593	3
12	110000001	1.00153	0.989593	3
12	120000001	0.997228	0.989593	3
12	130000001	1.11278	0.989593	3
13	1	-1	0.98052	3
13	10000001	1.03326	0.98052	3
13	20000001	0.98052	0.98052	3
13	30000001	0.991396	0.98052	3
13	40000001	1.06113	0.98052	3
13	50000001	0.929096	0.98052	3
13	60000001	0.972625	0.98052	3
13	70000001	0.998575	0.98052	3
13	80000001	0.887806	0.98052	3
13	90000001	0.893949	0.98052	3
13	100000001	0.921439	0.98052	3
13	110000001	1.29297	0.98052	3
14	1	-1	0.971783	3
14	10000001	1.09723	0.971783	3
14	20000001	0.900775	0.971783	3
14	30000001	0.958317	0.971783	3
14	40000001	0.936925	0.971783	3
14	50000001	0.904257	0.971783	3
14	60000001	1.02075	0.971783	3
14	70000001	0.985249	0.971783	3
14	80000001	0.94988	0.971783	3
14	90000001	1.05098	0.971783	3
14	100000001	1.0823	0.971783	3
15	1	-1	1.02842	3
15	10000001	1.00351	1.02842	3
15	20000001	1.03005	1.02842	3
15	30000001	0.917957	1.02842	3
15	40000001	1.03579	1.02842	3
15	50000001	0.933159	1.02842	3
15	60000001	0.981447	1.02842	3
15	70000001	1.02679	1.02842	3
15	80000001	1.05613	1.02842	3
15	90000001	1.03931	1.02842	3
15	100000001	1.13789	1.02842	3
16	1	1.04236	1.04974	3
16	10000001	1.05712	1.04974	3
16	20000001	1.05789	1.04974	3
16	30000001	1.31596	1.04974	3
16	40000001	2.29414	1.04974	3
16	50000001	1.03476	1.04974	3
16	60000001	1.0009	1.04974	3
16	70000001	1.03026	1.04974	3
16	80000001	1.101	1.04974	3
16	90000001	0.864397	1.04974	3
17	1	1.03918	1.0521	3
17	10000001	0.988105	1.0521	3
17	20000001	1.23412	1.0521	3
17	30000001	1.0521	1.0521	3
17	40000001	1.11254	1.0521	3
17	50000001	0.960382	1.0521	3
17	60000001	1.0329	1.0521	3
17	70000001	1.09567	1.0521	3
17	80000001	1.76064	1.0521	3
18	1	1.18645	0.991069	3
18	10000001	0.971158	0.991069	3
18	20000001	1.04545	0.991069	3
18	30000001	0.964551	0.991069	3
18	40000001	0.991069	0.991069	3
18	50000001	0.953137	0.991069	3
18	60000001	1.05029	0.991069	3
18	70000001	1.0707	0.991069	3
18	80000001	0.889734	0.991069	3
19	1	1.09546	1.09361	3
19	10000001	1.21703	1.09361	3
19	20000001	1.14483	1.09361	3
19	30000001	1.06227	1.09361	3
19	40000001	1.09176	1.09361	3
19	50000001	1.0849	1.09361	3
2	1	0.989299	0.987157	3
2	10000001	1.01573	0.987157	3
2	20000001	0.985016	0.987157	3
2	30000001	0.894819	0.987157	3
2	40000001	0.96248	0.987157	3
2	50000001	0.974613	0.987157	3
2	60000001	1.01052	0.987157	3
2	70000001	0.941247	0.987157	3
2	80000001	1.10042	0.987157	3
2	90000001	1.11749	0.987157	3
2	100000001	0.93101	0.931274	3
2	110000001	0.89298	0.931274	3
2	120000001	0.931274	0.931274	3
2	130000001	0.968459	0.931274	3
2	140000001	0.854616	0.931274	3
2	150000001	0.938554	0.931274	3
2	160000001	1.00031	0.931274	3
2	170000001	0.971155	0.931274	3
2	180000001	0.887806	0.931274	3
2	190000001	0.999109	0.957165	3
2	200000001	0.936241	0.957165	3
2	210000001	0.957165	0.957165	3
2	220000001	1.03355	1.0822	3
2	230000001	1.0822	1.0822	3
2	240000001	1.26163	1.0822	3
20	1	1.28955	1.05435	3
20	10000001	1.04316	1.05435	3
20	20000001	0.919879	1.05435	3
20	30000001	1.05504	1.05435	3
20	40000001	1.05435	1.05435	3
20	50000001	0.929215	1.05435	3
20	60000001	1.27214	1.05435	3
21	1	1.88194	1.05867	3
21	10000001	1.24042	1.05867	3
21	20000001	0.925921	1.05867	3
21	30000001	0.895127	1.05867	3
21	40000001	1.05867	1.05867	3
22	1	-1	1.06731	3
22	10000001	1.14116	1.06731	3
22	20000001	1.04067	1.06731	3
22	30000001	1.06731	1.06731	3
22	40000001	1.02303	1.06731	3
22	50000001	1.51769	1.06731	3
3	1	0.965356	0.945899	3
3	10000001	0.991457	0.945899	3
3	20000001	0.884158	0.945899	3
3	30000001	0.945899	0.945899	3
3	40000001	0.969834	0.945899	3
3	50000001	1.01288	0.945899	3
3	60000001	0.903144	0.945899	3
3	70000001	0.905488	0.945899	3
3	80000001	0.874293	0.945899	3
3	90000001	0.996728	0.996728	3
3	100000001	1.01225	1.04149	3
3	110000001	1.05087	1.04149	3
3	120000001	1.16644	1.04149	3
3	130000001	1.12065	1.04149	3
3	140000001	1.03211	1.04149	3
3	150000001	1.13467	1.04149	3
3	160000001	0.919558	1.04149	3
3	170000001	1.08156	1.04149	3
3	180000001	0.989282	1.04149	3
3	190000001	1.02581	1.04149	3
4	1	1.07551	1.05321	3
4	10000001	1.03091	1.05321	3
4	20000001	0.947063	1.05321	3
4	30000001	1.23986	1.05321	3
4	40000001	1.17214	1.05321	3
4	50000001	0.976894	1.05321	3
4	60000001	0.923646	1.05321	3
4	70000001	1.13828	1.05321	3
4	80000001	0.978553	0.926453	3
4	90000001	0.919813	0.926453	3
4	100000001	1.04635	0.926453	3
4	110000001	1.01747	0.926453	3
4	120000001	0.846893	0.926453	3
4	130000001	0.854784	0.926453	3
4	140000001	0.98905	0.926453	3
4	150000001	0.909019	0.926453	3
4	160000001	0.86873	0.926453	3
4	170000001	0.926453	0.926453	3
4	180000001	0.97989	0.926453	3
4	190000001	2.00296	2.00296	6
5	1	1.14297	0.953732	3
5	10000001	0.920135	0.953732	3
5	20000001	0.988558	0.953732	3
5	30000001	0.96861	0.953732	3
5	40000001	1.0932	0.953732	3
5	50000001	0.971888	0.953732	3
5	60000001	0.953732	0.953732	3
5	70000001	0.901192	0.953732	3
5	80000001	1.03285	0.953732	3
5	90000001	0.930413	0.953732	3
5	100000001	0.888954	0.953732	3
5	110000001	0.924053	0.953732	3
5	120000001	0.925099	0.953732	3
5	130000001	0.998133	0.953732	3
5	140000001	1.14019	0.953732	3
5	150000001	0.849985	0.953732	3
5	160000001	0.869705	0.953732	3
5	170000001	1.09324	1.14803	3
5	180000001	1.20283	1.14803	3
6	1	1.08617	0.957012	3
6	10000001	0.977244	0.957012	3
6	20000001	1.01572	0.957012	3
6	30000001	1.05426	0.957012	3
6	40000001	1.05983	0.957012	3
6	50000001	0.936676	0.957012	3
6	60000001	0.936892	0.957012	3
6	70000001	0.916152	0.957012	3
6	80000001	0.975533	0.957012	3
6	90000001	0.894812	0.957012	3
6	100000001	0.971702	0.957012	3
6	110000001	0.888755	0.957012	3
6	120000001	0.926479	0.957012	3
6	130000001	0.957012	0.957012	3
6	140000001	0.927175	0.957012	3
6	150000001	1.05343	1.05343	3
6	160000001	1.05175	1.05343	3
6	170000001	1.46779	1.05343	3
7	1	1.00466	0.953437	3
7	10000001	0.922428	0.953437	3
7	20000001	0.950166	0.953437	3
7	30000001	0.914944	0.953437	3
7	40000001	1.02532	0.953437	3
7	50000001	1.00953	0.953437	3
7	60000001	0.966341	0.953437	3
7	70000001	1.04575	0.953437	3
7	80000001	0.979545	0.953437	3
7	90000001	0.917721	0.953437	3
7	100000001	0.956707	0.953437	3
7	110000001	0.884213	0.953437	3
7	120000001	0.84479	0.953437	3
7	130000001	0.874165	0.953437	3
7	140000001	1.00643	1.05254	3
7	150000001	1.09865	1.05254	3
8	1	0.960641	0.960641	3
8	10000001	0.979059	0.960641	3
8	20000001	0.973506	0.960641	3
8	30000001	1.00686	0.960641	3
8	40000001	0.967727	0.960641	3
8	50000001	0.82044	0.960641	3
8	60000001	0.847591	0.960641	3
8	70000001	0.899947	0.960641	3
8	80000001	0.960077	0.960641	3
8	90000001	0.993196	0.960641	3
8	100000001	0.975829	0.960641	3
8	110000001	0.936319	0.960641	3
8	120000001	0.935195	0.960641	3
8	130000001	1.23995	1.1641	3
8	140000001	1.08824	1.1641	3
9	1	1.02415	0.995661	3
9	10000001	0.954776	0.995661	3
9	20000001	0.862659	0.995661	3
