Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	1	1.18558	1.19981	4
1	10000001	1.19981	1.19981	4
1	20000001	1.27191	1.19981	4
1	30000001	1.11545	1.11545	3
1	40000001	1.09437	1.11545	3
1	50000001	1.21085	1.11545	3
1	60000001	0.93567	1.01064	3
1	70000001	0.864944	1.01064	3
1	80000001	0.934337	1.01064	3
1	90000001	1.02993	1.01064	3
1	100000001	0.839383	1.01064	3
1	110000001	1.02731	1.01064	3
1	120000001	1.06687	1.01064	3
1	130000001	-1	1.01064	3
1	140000001	1.1511	1.01064	3
1	150000001	1.06672	1.01064	3
1	160000001	0.986083	1.01064	3
1	170000001	1.00786	1.01064	3
1	180000001	1.01903	1.01064	3
1	190000001	0.849341	1.01064	3
1	200000001	1.27103	1.01064	3
1	210000001	0.992465	1.01064	3
1	220000001	1.01341	1.01064	3
1	230000001	0.96835	1.01064	3
1	240000001	1.04212	1.01064	3
10	1	1.05453	0.99879	3
10	10000001	0.990192	0.99879	3
10	20000001	0.936396	0.99879	3
10	30000001	1.04456	0.99879	3
10	40000001	0.952637	0.99879	3
10	50000001	0.919009	0.99879	3
10	60000001	1.00739	0.99879	3
10	70000001	1.20459	0.99879	3
10	80000001	0.883014	0.99879	3
10	90000001	1.04	0.99879	3
10	100000001	1.02553	0.99879	3
10	110000001	0.977981	0.99879	3
10	120000001	1.05914	0.99879	3
10	130000001	0.952628	0.99879	3
11	1	1.04224	1.00227	3
11	10000001	1.0898	1.00227	3
11	20000001	0.795409	1.00227	3
11	30000001	1.02411	1.00227	3
11	40000001	1.04292	1.00227	3
11	50000001	0.815371	1.00227	3
11	60000001	1.31478	1.00227	3
11	70000001	1.28246	1.00227	3
11	80000001	0.839352	1.00227	3
11	90000001	0.849863	1.00227	3
11	100000001	0.766944	1.00227	3
11	110000001	1.03729	1.00227	3
11	120000001	0.980426	1.00227	3
11	130000001	0.97442	1.00227	3
12	1	1.07049	0.97778	3
12	10000001	0.948491	0.97778	3
12	20000001	0.965905	0.97778	3
12	30000001	0.648856	0.97778	3
12	40000001	1.04159	0.97778	3
12	50000001	1.25512	0.97778	3
12	60000001	1.04827	0.97778	3
12	70000001	0.857717	0.97778	3
12	80000001	0.927818	0.97778	3
12	90000001	0.938264	0.97778	3
12	100000001	0.966393	0.97778	3
12	110000001	0.995915	0.97778	3
12	120000001	1.03815	0.97778	3
12	130000001	0.989167	0.97778	3
13	1	-1	0.834811	3
13	10000001	0.885561	0.834811	3
13	20000001	0.850848	0.834811	3
13	30000001	1.01884	0.834811	3
13	40000001	1.04981	0.834811	3
13	50000001	0.768936	0.834811	3
13	60000001	0.641911	0.834811	3
13	70000001	0.799968	0.834811	3
13	80000001	0.712344	0.834811	3
13	90000001	0.834811	0.834811	3
13	100000001	0.721114	0.834811	3
13	110000001	1.05852	0.834811	3
14	1	-1	0.986644	3
14	10000001	0.746253	0.986644	3
14	20000001	0.87352	0.986644	3
14	30000001	0.99856	0.986644	3
14	40000001	0.663938	0.986644	3
14	50000001	1.03308	0.986644	3
14	60000001	1.10968	0.986644	3
14	70000001	1.03826	0.986644	3
14	80000001	0.813048	0.986644	3
14	90000001	0.974728	0.986644	3
14	100000001	1.07305	0.986644	3
15	1	-1	1.03626	3
15	10000001	0.754891	1.03626	3
15	20000001	0.808187	1.03626	3
15	30000001	1.05691	1.03626	3
15	40000001	1.16244	1.03626	3
15	50000001	1.05395	1.03626	3
15	60000001	1.07098	1.03626	3
15	70000001	1.05897	1.03626	3
15	80000001	0.994716	1.03626	3
15	90000001	1.01856	1.03626	3
15	100000001	1.00186	1.03626	3
16	1	1.13389	1.07526	3
16	10000001	1.17086	1.07526	3
16	20000001	1.0481	1.07526	3
16	30000001	1.00029	1.07526	3
16	40000001	1.63535	1.07526	3
16	50000001	0.980202	1.07526	3
16	60000001	1.08145	1.07526	3
16	70000001	1.06907	1.07526	3
16	80000001	1.23733	1.07526	3
16	90000001	1.01061	1.07526	3
17	1	1.13708	1.13906	3
17	10000001	1.10985	1.13906	3
17	20000001	0.984256	1.13906	3
17	30000001	1.13906	1.13906	3
17	40000001	1.32132	1.13906	3
17	50000001	1.02106	1.13906	3
17	60000001	1.22649	1.13906	3
17	70000001	1.19391	1.13906	3
17	80000001	1.69612	1.13906	3
18	1	0.987201	0.886869	3
18	10000001	0.753203	0.886869	3
18	20000001	0.886869	0.886869	3
18	30000001	0.709153	0.886869	3
18	40000001	0.894711	0.886869	3
18	50000001	0.912311	0.886869	3
18	60000001	0.851614	0.886869	3
18	70000001	0.826509	0.886869	3
18	80000001	1.1368	0.886869	3
19	1	1.1976	1.08013	3
19	10000001	1.26781	1.08013	3
19	20000001	0.753781	1.08013	3
19	30000001	0.962665	1.08013	3
19	40000001	1.38857	1.08013	3
19	50000001	0.854306	1.08013	3
2	1	0.874635	1.08034	3
2	10000001	1.09143	1.08034	3
2	20000001	1.08034	1.08034	3
2	30000001	1.1148	1.08034	3
2	40000001	1.07785	1.08034	3
2	50000001	0.92798	1.08034	3
2	60000001	1.17461	1.08034	3
2	70000001	0.9455	0.9455	3
2	80000001	0.865962	0.876003	3
2	90000001	0.855305	0.876003	3
2	100000001	0.925909	0.876003	3
2	110000001	0.856992	0.876003	3
2	120000001	0.887134	0.876003	3
2	130000001	0.738898	0.876003	3
2	140000001	0.756062	0.876003	3
2	150000001	0.893487	0.876003	3
2	160000001	0.984392	0.876003	3
2	170000001	0.951856	0.876003	3
2	180000001	0.876003	0.876003	3
2	190000001	1.01953	1.05213	3
2	200000001	0.982952	1.05213	3
2	210000001	1.08473	1.05213	3
2	220000001	0.950946	1.05213	3
2	230000001	1.1241	1.05213	3
2	240000001	1.24594	1.05213	3
20	1	1.14286	1.08858	3
20	10000001	0.9187	1.08858	3
20	20000001	0.648028	1.08858	3
20	30000001	1.10175	1.08858	3
20	40000001	1.08858	1.08858	3
20	50000001	0.994588	1.08858	3
20	60000001	1.19097	1.08858	3
21	1	1.47862	1.03046	3
21	10000001	0.877127	1.03046	3
21	20000001	0.806429	1.03046	3
21	30000001	1.03046	1.03046	3
21	40000001	1.14621	1.03046	3
22	1	-1	1.10784	3
22	10000001	0.911292	1.10784	3
22	20000001	1.10784	1.10784	3
22	30000001	1.1752	1.10784	3
22	40000001	1.08887	1.10784	3
22	50000001	1.1732	1.10784	3
3	1	0.816724	0.814914	2
3	10000001	1.02627	0.814914	2
3	20000001	0.780992	0.814914	2
