Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	1	1.15228	0.996205	3
1	10000001	0.985711	0.996205	3
1	20000001	0.988582	0.996205	3
1	30000001	0.908579	0.996205	3
1	40000001	1.05557	0.996205	3
1	50000001	0.91061	0.996205	3
1	60000001	1.04426	0.996205	3
1	70000001	1.00383	0.996205	3
1	80000001	0.984844	0.996205	3
1	90000001	1.05448	0.996205	3
1	100000001	1.00776	0.996205	3
1	110000001	0.930767	0.996205	3
1	120000001	1.44269	1.00515	3
1	130000001	-1	1.00515	3
1	140000001	1.60242	1.00515	3
1	150000001	0.981353	1.00515	3
1	160000001	1.01649	1.00515	3
1	170000001	0.997991	1.00515	3
1	180000001	1.00054	1.00515	3
1	190000001	1.00084	1.00515	3
1	200000001	1.00789	1.00515	3
1	210000001	1.0885	1.00515	3
1	220000001	1.00115	1.00515	3
1	230000001	1.00242	1.00515	3
1	240000001	1.04952	1.00515	3
10	1	0.912788	0.998734	3
10	10000001	0.970461	0.998734	3
10	20000001	0.985967	0.998734	3
10	30000001	1.01788	0.998734	3
10	40000001	1.06595	0.998734	3
10	50000001	0.975014	0.998734	3
10	60000001	0.96186	0.998734	3
10	70000001	1.08553	0.998734	3
10	80000001	1.06504	0.998734	3
10	90000001	1.0115	0.998734	3
10	100000001	0.934945	0.998734	3
10	110000001	0.898495	0.998734	3
10	120000001	1.30513	0.998734	3
10	130000001	1.05433	0.998734	3
11	1	1.01439	1.02579	3
11	10000001	1.01251	1.02579	3
11	20000001	1.10997	1.02579	3
11	30000001	1.00818	1.02579	3
11	40000001	1.06835	1.02579	3
11	50000001	1.0372	1.02579	3
11	60000001	1.06104	1.02579	3
11	70000001	0.958586	1.02579	3
11	80000001	1.14415	1.02579	3
11	90000001	1.2033	1.02579	3
11	100000001	1.08941	1.02579	3
11	110000001	0.961966	1.02579	3
11	120000001	0.851025	1.02579	3
11	130000001	0.956603	1.02579	3
12	1	0.950607	0.985119	3
12	10000001	0.932851	0.985119	3
12	20000001	0.939273	0.985119	3
12	30000001	0.848792	0.985119	3
12	40000001	1.21519	0.985119	3
12	50000001	0.898501	0.985119	3
12	60000001	0.936568	0.985119	3
12	70000001	1.02971	0.985119	3
12	80000001	1.05203	0.985119	3
12	90000001	1.03263	0.985119	3
12	100000001	0.994315	0.985119	3
12	110000001	0.975924	0.985119	3
12	120000001	1.02634	0.985119	3
12	130000001	1.32306	0.985119	3
13	1	-1	1.037	3
13	10000001	1.14406	1.037	3
13	20000001	1.03929	1.037	3
13	30000001	1.037	1.037	3
13	40000001	1.15908	1.037	3
13	50000001	0.963057	1.037	3
13	60000001	0.928885	1.037	3
13	70000001	1.06889	1.037	3
13	80000001	0.980812	1.037	3
13	90000001	0.971605	1.037	3
13	100000001	1.09698	1.037	3
13	110000001	0.984091	1.037	3
14	1	-1	0.991252	3
14	10000001	1.23906	0.991252	3
14	20000001	0.934101	0.991252	3
14	30000001	1.03396	0.991252	3
14	40000001	1.01485	0.991252	3
14	50000001	1.00558	0.991252	3
14	60000001	1.07358	0.991252	3
14	70000001	0.961127	0.991252	3
14	80000001	0.853394	0.991252	3
14	90000001	0.93315	0.991252	3
14	100000001	0.976925	0.991252	3
15	1	-1	0.987021	3
15	10000001	1.16628	0.987021	3
15	20000001	1.16237	0.987021	3
15	30000001	0.991223	0.987021	3
15	40000001	0.982819	0.987021	3
15	50000001	1.07619	0.987021	3
15	60000001	0.906485	0.987021	3
15	70000001	0.964055	0.987021	3
15	80000001	1.09759	0.987021	3
15	90000001	0.931504	0.987021	3
15	100000001	0.903364	0.987021	3
16	1	1.01883	1.04087	3
16	10000001	1.06291	1.04087	3
16	20000001	1.01052	1.04087	3
16	30000001	1.31109	1.04087	3
16	40000001	2.49993	1.04087	3
16	50000001	0.97765	1.04087	3
16	60000001	0.959295	1.04087	3
16	70000001	0.965615	1.04087	3
16	80000001	1.1155	1.04087	3
16	90000001	1.13098	1.04087	3
17	1	0.989885	1.06127	3
17	10000001	0.927591	1.06127	3
17	20000001	1.23914	1.06127	3
17	30000001	1.01645	1.06127	3
17	40000001	0.954813	1.06127	3
17	50000001	1.06166	1.06127	3
17	60000001	1.06127	1.06127	3
