Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	1	1.61325	1.91818	6
1	1000001	2.13483	1.91818	6
1	2000001	1.92609	1.91818	6
1	3000001	1.50346	1.91818	6
1	4000001	1.5013	1.91818	6
1	5000001	1.52567	1.91818	6
1	6000001	2.16464	1.91818	6
1	7000001	1.96869	1.91818	6
1	8000001	1.82688	1.91818	6
1	9000001	2.06371	1.91818	6
1	10000001	2.15676	1.91818	6
1	11000001	2.19151	1.91818	6
1	12000001	2.02882	1.91818	6
1	13000001	1.18651	1.91818	6
1	14000001	1.69007	1.91818	6
1	15000001	1.75394	1.91818	6
1	16000001	2.17684	1.91818	6
1	17000001	2.03385	1.91818	6
1	18000001	2.22534	1.91818	6
1	19000001	2.31158	1.91818	6
1	20000001	1.81664	1.91818	6
1	21000001	1.90091	1.91818	6
1	22000001	1.64126	1.91818	6
1	23000001	1.7303	1.91818	6
1	24000001	1.90431	1.91818	6
1	25000001	1.98102	1.91818	6
1	26000001	1.977	1.91818	6
1	27000001	1.77851	1.91818	6
1	28000001	2.06856	1.91818	6
1	29000001	1.77316	1.91818	6
1	30000001	1.94005	1.91818	6
1	31000001	2.07653	1.91818	6
1	32000001	1.97725	1.91818	6
1	33000001	1.71467	1.91818	6
1	34000001	1.50095	1.91818	6
1	35000001	1.97326	1.91818	6
1	36000001	2.17589	1.91818	6
1	37000001	1.93744	1.91818	6
1	38000001	1.96701	1.91818	6
1	39000001	1.9839	1.91818	6
1	40000001	1.88176	1.91818	6
1	41000001	1.77093	1.91818	6
1	42000001	1.63734	1.91818	6
1	43000001	2.12456	1.91818	6
1	44000001	1.76263	1.91818	6
1	45000001	1.76536	1.91818	6
1	46000001	1.87631	1.91818	6
1	47000001	1.91027	1.91818	6
1	48000001	1.30984	1.62462	5
1	49000001	0.922588	1.62462	5
1	50000001	1.34746	1.62462	5
1	51000001	1.76743	1.62462	5
1	52000001	1.62462	1.62462	5
1	53000001	1.96632	1.62462	5
1	54000001	1.73819	1.62462	5
1	55000001	0.880544	0.840187	3
1	56000001	0.851426	0.840187	3
1	57000001	0.980394	0.840187	3
1	58000001	1.1593	0.840187	3
1	59000001	0.798008	0.840187	3
1	60000001	1.05462	0.840187	3
1	61000001	0.93057	0.840187	3
1	62000001	0.68767	0.840187	3
1	63000001	0.659512	0.840187	3
1	64000001	1.11178	0.840187	3
1	65000001	1.12677	0.840187	3
1	66000001	0.933478	0.840187	3
1	67000001	1.04417	0.840187	3
1	68000001	0.926092	0.840187	3
1	69000001	0.733564	0.840187	3
1	70000001	0.810652	0.840187	3
1	71000001	0.695603	0.840187	3
1	72000001	0.543515	0.840187	3
1	73000001	0.664617	0.840187	3
1	74000001	0.538043	0.840187	3
1	75000001	0.840187	0.840187	3
1	76000001	0.663696	0.840187	3
1	77000001	1.23785	0.840187	3
1	78000001	0.764008	0.840187	3
1	79000001	0.687695	0.840187	3
1	80000001	0.63726	0.840187	3
1	81000001	0.756997	0.840187	3
1	82000001	0.745322	0.840187	3
1	83000001	0.718738	0.840187	3
1	84000001	1.01332	0.840187	3
1	85000001	0.964695	0.840187	3
1	86000001	0.985719	0.840187	3
1	87000001	0.954038	0.840187	3
1	88000001	1.05362	0.840187	3
1	89000001	1.25507	0.840187	3
1	90000001	0.763275	0.840187	3
1	91000001	0.964183	0.840187	3
1	92000001	1.22527	0.840187	3
1	93000001	1.3161	0.840187	3
1	94000001	1.29888	0.840187	3
1	95000001	0.915964	0.840187	3
1	96000001	0.674712	0.840187	3
1	97000001	0.622695	0.840187	3
1	98000001	0.58306	0.840187	3
1	99000001	1.15767	0.840187	3
1	100000001	1.36056	0.840187	3
1	101000001	0.796316	0.840187	3
1	102000001	0.769399	0.840187	3
1	103000001	0.519307	0.840187	3
1	104000001	0.634927	0.840187	3
1	105000001	0.757674	0.840187	3
1	106000001	0.810284	0.840187	3
1	107000001	0.917236	0.840187	3
1	108000001	1.45074	1.45074	4
1	109000001	1.96226	1.45074	4
1	110000001	1.83867	1.45074	4
1	111000001	1.44369	1.45074	4
1	112000001	1.92339	1.45074	4
1	113000001	1.50486	1.45074	4
1	114000001	1.27014	1.45074	4
1	115000001	1.11768	1.45074	4
1	116000001	1.80119	1.45074	4
1	117000001	1.20481	1.45074	4
1	118000001	0.892997	1.45074	4
1	119000001	1.13792	1.45074	4
1	120000001	1.22924	1.45074	4
1	121000001	1.8667	1.45074	4
1	122000001	1.29802	1.45074	4
1	123000001	1.68371	1.45074	4
1	124000001	1.47879	1.45074	4
1	125000001	3.20536	-1	4
1	126000001	-1	-1	4
1	127000001	-1	-1	4
1	128000001	-1	-1	4
1	129000001	-1	-1	4
1	130000001	-1	-1	4
1	131000001	-1	-1	4
1	132000001	-1	-1	4
1	133000001	-1	-1	4
1	134000001	-1	-1	4
1	135000001	-1	-1	4
1	136000001	-1	-1	4
1	137000001	-1	-1	4
1	138000001	-1	-1	4
1	139000001	-1	-1	4
1	140000001	-1	-1	4
1	141000001	-1	-1	4
1	142000001	-1	-1	4
1	143000001	2.82315	-1	4
1	144000001	1.07528	1.24577	4
1	145000001	1.18609	1.24577	4
1	146000001	1.0942	1.24577	4
1	147000001	0.804456	1.24577	4
1	148000001	1.23118	1.24577	4
1	149000001	1.24577	1.24577	4
1	150000001	1.55221	1.24577	4
1	151000001	1.47779	1.24577	4
1	152000001	0.999409	1.24577	4
1	153000001	1.31313	1.24577	4
1	154000001	1.78095	1.24577	4
1	155000001	1.33341	1.24577	4
1	156000001	1.69712	1.24577	4
1	157000001	1.38872	1.24577	4
1	158000001	0.742954	1.24577	4
1	159000001	1.01039	1.24577	4
1	160000001	1.56195	1.24577	4
1	161000001	1.79558	1.24577	4
1	162000001	1.69421	1.24577	4
1	163000001	1.03717	1.24577	4
1	164000001	0.984701	1.24577	4
1	165000001	1.22037	1.24577	4
1	166000001	1.21323	1.24577	4
1	167000001	1.64619	1.24577	4
1	168000001	1.5107	1.24577	4
1	169000001	0.900458	1.24577	4
1	170000001	0.842657	1.24577	4
1	171000001	1.02091	1.24577	4
1	172000001	1.26698	1.24577	4
1	173000001	1.43643	1.24577	4
1	174000001	1.18697	1.24577	4
1	175000001	1.1429	1.24577	4
1	176000001	0.841571	1.24577	4
1	177000001	0.966996	1.24577	4
1	178000001	1.35599	1.24577	4
1	179000001	1.36108	1.24577	4
1	180000001	1.73623	1.24577	4
1	181000001	1.73412	1.24577	4
1	182000001	1.80363	1.24577	4
1	183000001	1.48649	1.24577	4
1	184000001	1.39727	1.24577	4
1	185000001	1.11047	1.24577	4
1	186000001	1.15507	1.24577	4
1	187000001	0.876173	0.863171	3
1	188000001	0.850168	0.863171	3
1	189000001	0.915789	0.863171	3
1	190000001	0.73496	0.863171	3
1	191000001	0.806126	0.863171	3
1	192000001	0.938584	0.863171	3
1	193000001	0.798001	0.863171	3
1	194000001	0.883554	0.863171	3
1	195000001	0.834993	0.863171	3
1	196000001	0.815336	0.863171	3
1	197000001	0.878545	0.863171	3
1	198000001	0.837309	0.863171	3
1	199000001	0.919157	0.863171	3
1	200000001	1.1884	0.863171	3
1	201000001	2.1425	1.96659	6
1	202000001	1.87541	1.96659	6
1	203000001	1.91773	1.96659	6
1	204000001	1.96659	1.96659	6
1	205000001	2.25598	1.96659	6
1	206000001	2.11235	1.96659	6
1	207000001	1.87311	1.96659	6
1	208000001	1.1851	1.25196	4
1	209000001	1.25196	1.25196	4
1	210000001	1.11355	1.25196	4
1	211000001	1.74297	1.25196	4
1	212000001	1.91986	1.25196	4
1	213000001	1.34693	1.25196	4
1	214000001	1.35262	1.25196	4
1	215000001	0.957168	1.25196	4
1	216000001	0.916055	1.25196	4
1	217000001	0.981256	1.25196	4
1	218000001	0.794754	1.25196	4
1	219000001	1.1466	1.25196	4
1	220000001	1.35558	1.25196	4
1	221000001	1.21962	1.25196	4
1	222000001	1.03003	1.25196	4
1	223000001	1.7281	1.25196	4
1	224000001	1.37292	1.25196	4
1	225000001	1.62708	1.25196	4
1	226000001	1.69734	1.25196	4
1	227000001	1.72175	1.25196	4
1	228000001	2.22047	1.25196	4
1	229000001	1.44041	1.25196	4
1	230000001	1.89908	1.25196	4
1	231000001	1.68586	1.25196	4
1	232000001	1.01629	1.25196	4
1	233000001	1.14042	1.25196	4
1	234000001	1.73708	1.25196	4
1	235000001	1.49056	1.25196	4
1	236000001	1.10627	1.25196	4
1	237000001	0.912182	1.25196	4
1	238000001	0.790302	1.25196	4
1	239000001	0.904932	1.25196	4
1	240000001	1.19375	1.25196	4
1	241000001	1.43585	1.25196	4
1	242000001	1.21516	1.25196	4
1	243000001	0.992303	1.25196	4
1	244000001	0.948834	1.25196	4
1	245000001	1.29279	1.25196	4
1	246000001	1.5232	1.25196	4
1	247000001	1.5228	1.25196	4
1	248000001	1.20856	1.25196	4
10	1	1.07212	0.966752	3
