Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	1	1.26807	1.45358	4
1	1000001	1.63908	1.45358	4
1	2000001	2.52713	2.52713	8
1	3000001	1.39034	1.19031	4
1	4000001	1.12381	1.19031	4
1	5000001	0.891121	1.19031	4
1	6000001	1.23309	1.19031	4
1	7000001	1.6339	1.19031	4
1	8000001	1.15925	1.19031	4
1	9000001	1.42568	1.19031	4
1	10000001	1.19031	1.19031	4
1	11000001	1.17029	1.19031	4
1	12000001	0.89654	1.02739	3
1	13000001	1.01076	1.02739	3
1	14000001	1.02944	1.02739	3
1	15000001	1.03248	1.02739	3
1	16000001	0.929947	1.02739	3
1	17000001	0.914744	1.02739	3
1	18000001	1.07431	1.02739	3
1	19000001	0.843841	1.02739	3
1	20000001	1.16218	1.02739	3
1	21000001	0.997113	1.02739	3
1	22000001	1.14719	1.02739	3
1	23000001	0.940825	1.02739	3
1	24000001	1.15013	1.02739	3
1	25000001	0.904324	1.02739	3
1	26000001	1.01364	1.02739	3
1	27000001	0.994294	1.02739	3
1	28000001	0.965976	1.02739	3
1	29000001	1.27533	1.02739	3
1	30000001	1.33411	1.02739	3
1	31000001	1.03024	1.02739	3
1	32000001	1.11672	1.02739	3
1	33000001	0.949029	1.02739	3
1	34000001	0.87588	1.02739	3
1	35000001	1.07017	1.02739	3
1	36000001	1.11031	1.02739	3
1	37000001	1.02739	1.02739	3
1	38000001	0.757828	1.02739	3
1	39000001	1.09301	1.02739	3
1	40000001	1.02054	1.02739	3
1	41000001	1.4818	1.02739	3
1	42000001	1.10105	1.02739	3
1	43000001	1.11115	1.02739	3
1	44000001	1.47394	1.02739	3
1	45000001	0.977972	1.02739	3
1	46000001	0.982534	1.02739	3
1	47000001	1.03253	1.02739	3
1	48000001	0.847183	1.02739	3
1	49000001	1.06473	1.02739	3
1	50000001	0.948227	1.02739	3
1	51000001	1.16861	1.02739	3
1	52000001	0.917346	1.02739	3
1	53000001	1.12519	1.02739	3
1	54000001	0.876904	1.02739	3
1	55000001	0.644051	0.488359	1
1	56000001	0.540714	0.488359	1
1	57000001	0.579147	0.488359	1
1	58000001	0.498121	0.488359	1
1	59000001	0.340687	0.488359	1
1	60000001	0.367924	0.488359	1
1	61000001	0.257013	0.488359	1
1	62000001	0.583186	0.488359	1
1	63000001	0.525957	0.488359	1
1	64000001	0.45401	0.488359	1
1	65000001	0.491617	0.488359	1
1	66000001	0.380201	0.488359	1
1	67000001	0.365884	0.488359	1
1	68000001	0.533514	0.488359	1
1	69000001	0.577856	0.488359	1
1	70000001	0.457467	0.488359	1
1	71000001	0.403996	0.488359	1
1	72000001	0.58544	0.488359	1
1	73000001	0.432677	0.488359	1
1	74000001	0.589833	0.488359	1
1	75000001	0.748748	0.488359	1
1	76000001	0.544678	0.488359	1
1	77000001	0.412031	0.488359	1
1	78000001	0.472663	0.488359	1
1	79000001	0.599574	0.488359	1
1	80000001	0.520545	0.488359	1
1	81000001	0.43374	0.488359	1
1	82000001	0.535907	0.488359	1
1	83000001	0.398861	0.488359	1
1	84000001	0.401624	0.488359	1
1	85000001	0.465055	0.488359	1
1	86000001	0.465781	0.488359	1
1	87000001	0.505909	0.488359	1
1	88000001	0.496323	0.488359	1
1	89000001	0.528868	0.488359	1
1	90000001	0.599393	0.488359	1
1	91000001	0.477345	0.488359	1
1	92000001	0.582779	0.488359	1
1	93000001	0.53498	0.488359	1
1	94000001	0.451854	0.488359	1
1	95000001	0.488359	0.488359	1
1	96000001	0.399801	0.488359	1
1	97000001	0.421928	0.488359	1
1	98000001	0.358592	0.488359	1
1	99000001	0.732482	0.488359	1
1	100000001	0.463019	0.488359	1
1	101000001	0.376501	0.488359	1
1	102000001	0.478123	0.488359	1
